current_level,accuracy,response_time,total_attempts,later_attempts,later_mistakes,previous_score,difficulty_change
5,30.55,246.94,20,2,2,58.49,EASIER
5,31.88,131.95,20,2,1,97.85,EASIER
1,69.73,35.31,3,1,0,79.33,HARDER
2,52.65,43.86,6,0,0,72.5,HARDER
4,25.0,169.64,18,3,2,57.58,EASIER
4,37.51,163.46,16,1,0,55.68,SAME
5,29.21,134.92,19,1,0,94.22,EASIER
5,25.0,300.0,31,13,10,38.5,EASIER
5,30.64,189.95,21,3,1,66.67,SAME
2,48.9,56.06,6,0,0,76.36,HARDER
1,25.0,98.49,10,8,1,38.34,SAME
2,46.92,54.71,7,1,1,86.42,EASIER
5,28.48,178.68,21,3,1,55.96,EASIER
3,27.36,146.77,15,3,1,62.12,SAME
1,94.02,31.94,2,0,0,80.16,HARDER
1,94.75,28.62,2,0,0,90.66,HARDER
1,96.65,30.17,2,0,0,58.59,SAME
5,32.48,290.19,19,1,1,49.25,EASIER
2,30.61,66.69,9,3,0,54.92,SAME
3,31.67,147.57,15,3,1,66.2,SAME
4,32.22,151.97,16,1,1,58.84,EASIER
1,51.03,38.62,4,2,0,64.06,SAME
1,100.0,20.0,2,0,0,69.72,HARDER
1,64.83,45.67,3,1,0,86.85,HARDER
1,99.86,36.85,2,0,0,42.56,SAME
4,25.72,250.0,19,4,2,35.68,EASIER
2,40.9,76.6,8,2,0,62.69,SAME
1,95.64,20.0,2,0,0,71.53,HARDER
2,34.43,104.89,9,3,0,47.58,SAME
2,50.37,64.45,6,0,0,65.59,HARDER
5,30.46,227.12,20,2,1,72.06,EASIER
5,25.0,300.0,24,6,4,50.58,EASIER
3,32.9,106.75,14,2,0,51.6,SAME
1,99.62,27.93,2,0,0,74.73,HARDER
2,40.45,97.31,7,1,0,61.59,SAME
1,67.33,38.78,3,1,0,39.6,SAME
4,30.47,170.96,17,2,2,56.39,EASIER
1,100.0,28.08,2,0,0,44.57,SAME
2,35.37,84.36,9,3,2,58.7,EASIER
5,25.0,182.77,23,5,1,69.72,SAME
2,42.53,50.24,7,1,0,76.47,HARDER
2,43.63,64.16,7,1,0,79.26,HARDER
3,30.92,69.3,12,0,0,100.0,HARDER
5,25.0,223.97,23,5,2,54.79,EASIER
4,26.89,239.08,18,3,3,43.29,EASIER
1,100.0,24.87,2,0,0,78.82,HARDER
4,33.08,131.43,16,1,0,75.96,HARDER
3,26.21,115.33,14,2,1,85.88,EASIER
2,40.61,69.88,8,2,0,68.65,HARDER
3,29.09,89.1,13,1,1,71.94,EASIER
2,42.19,67.29,8,2,0,59.58,SAME
1,99.13,23.96,2,0,0,90.63,HARDER
2,34.86,69.71,8,2,0,91.16,HARDER
5,25.15,185.45,22,4,1,70.26,SAME
4,27.42,216.06,19,4,4,67.96,EASIER
1,100.0,28.35,2,0,0,77.96,HARDER
5,25.0,300.0,26,8,6,44.68,EASIER
2,50.66,80.16,6,0,0,50.71,SAME
1,25.0,58.16,8,6,0,63.06,SAME
5,25.1,165.76,23,5,1,71.2,SAME
4,25.0,151.32,19,4,1,65.25,SAME
3,25.0,142.41,17,5,2,58.97,EASIER
5,30.8,201.54,20,2,1,54.33,EASIER
4,27.48,203.06,21,6,3,59.14,EASIER
5,25.0,242.59,21,3,1,59.46,EASIER
4,35.03,174.42,16,1,0,48.68,SAME
4,25.0,223.53,23,8,4,44.19,EASIER
3,25.0,167.58,19,7,3,72.69,EASIER
5,32.12,161.41,18,0,0,68.89,SAME
3,29.02,67.24,13,1,0,93.33,HARDER
1,95.37,42.95,2,0,0,57.45,SAME
1,92.37,20.0,2,0,0,90.67,HARDER
2,50.63,56.13,6,0,0,99.97,HARDER
2,37.99,91.8,8,2,0,52.52,SAME
3,25.0,178.1,18,6,3,70.72,EASIER
2,47.96,45.0,6,0,0,94.23,HARDER
4,30.81,119.62,16,1,0,86.94,HARDER
3,28.14,134.51,15,3,0,50.81,SAME
4,25.0,239.46,23,8,6,41.96,EASIER
5,25.0,265.15,27,9,4,37.76,EASIER
2,40.15,69.28,8,2,0,67.7,HARDER
4,25.0,114.9,17,2,0,74.65,HARDER
1,99.22,44.5,2,0,0,74.03,HARDER
4,25.0,180.62,22,7,4,40.96,EASIER
2,43.64,76.73,7,1,1,70.15,EASIER
3,30.5,91.27,14,2,1,70.93,EASIER
4,26.41,188.78,19,4,3,58.28,EASIER
5,34.16,214.41,21,3,0,77.89,SAME
4,26.92,184.62,19,4,3,62.15,EASIER
1,65.64,35.43,3,1,0,38.72,SAME
3,26.34,107.3,14,2,1,79.54,EASIER
4,25.0,242.54,21,6,2,54.93,EASIER
5,38.15,135.18,18,0,0,63.02,SAME
1,100.0,20.0,2,0,0,96.53,HARDER
3,26.86,131.69,16,4,0,76.87,HARDER
4,28.05,171.95,19,4,3,57.26,EASIER
4,30.49,113.67,15,0,0,56.42,SAME
3,26.35,113.76,17,5,3,72.22,EASIER
3,25.0,162.11,18,6,3,52.76,EASIER
5,25.17,156.74,21,3,1,97.26,SAME
3,25.0,158.39,16,4,2,40.21,EASIER
4,29.69,163.45,16,1,1,79.48,EASIER
3,26.94,78.85,12,0,0,76.08,HARDER
5,26.09,267.39,22,4,3,54.12,EASIER
3,31.96,101.99,13,1,1,49.89,EASIER
1,55.95,33.03,4,2,1,66.99,SAME
3,29.88,130.82,16,4,2,47.15,EASIER
1,77.0,54.67,3,1,0,62.72,SAME
3,25.0,123.3,16,4,0,69.03,HARDER
5,25.0,268.94,23,5,4,53.79,EASIER
3,29.77,100.69,13,1,1,84.96,EASIER
2,44.81,74.12,6,0,0,77.65,HARDER
3,33.0,91.32,12,0,0,77.83,HARDER
1,100.0,23.27,2,0,0,80.16,HARDER
3,25.0,130.92,17,5,1,34.72,SAME
5,30.83,170.94,21,3,1,64.78,SAME
1,40.53,62.46,5,3,2,38.57,SAME
1,99.22,26.4,2,0,0,96.97,HARDER
3,37.73,100.09,12,0,0,93.01,HARDER
4,25.19,177.54,19,4,4,44.84,EASIER
4,29.32,149.68,19,4,1,79.8,SAME
4,31.28,93.24,17,2,1,74.63,EASIER
3,31.83,143.99,14,2,1,71.98,EASIER
5,32.03,246.66,21,3,2,65.26,EASIER
5,29.85,164.64,20,2,2,76.73,EASIER
2,51.74,51.33,6,0,0,99.88,HARDER
3,35.79,106.03,13,1,0,87.37,HARDER
4,30.32,151.15,19,4,3,69.78,EASIER
3,25.0,134.76,16,4,3,71.3,EASIER
2,29.22,76.17,9,3,0,68.45,HARDER
5,25.0,265.63,20,2,2,61.1,EASIER
4,25.0,184.62,21,6,5,44.88,EASIER
3,25.0,210.0,21,9,5,41.81,EASIER
3,25.0,207.75,20,8,5,47.53,EASIER
2,49.24,49.8,6,0,0,67.6,HARDER
1,64.94,22.21,3,1,0,98.79,HARDER
4,30.82,93.0,16,1,0,78.74,HARDER
2,25.0,117.24,12,6,2,49.15,EASIER
2,48.39,34.8,6,0,0,83.03,HARDER
1,54.06,41.94,4,2,0,71.49,SAME
3,30.58,94.57,14,2,0,79.56,HARDER
2,35.45,126.22,8,2,2,60.3,EASIER
4,25.0,204.77,19,4,0,70.77,SAME
3,25.0,158.77,18,6,2,35.09,EASIER
5,35.85,95.98,18,0,0,63.15,SAME
5,27.51,300.0,21,3,2,52.92,EASIER
2,29.24,98.43,11,5,2,70.7,SAME
3,25.0,143.56,17,5,1,55.05,SAME
4,29.4,133.46,18,3,1,70.6,SAME
3,30.96,180.37,16,4,4,46.12,EASIER
2,43.42,68.39,7,1,0,61.26,SAME
5,26.38,189.57,24,6,3,74.09,EASIER
2,33.45,68.25,8,2,1,74.81,EASIER
2,44.1,71.84,7,1,0,70.48,HARDER
3,28.95,109.2,14,2,0,68.51,HARDER
3,30.95,122.43,13,1,0,64.06,SAME
5,25.0,266.86,25,7,3,40.78,EASIER
1,52.68,28.75,4,2,0,54.71,SAME
5,25.0,278.0,25,7,2,59.77,EASIER
5,34.04,219.1,19,1,1,61.87,HARDER
2,51.29,46.44,6,0,0,62.46,SAME
5,25.0,196.56,22,4,2,68.43,EASIER
3,29.43,64.96,12,0,0,74.12,HARDER
1,100.0,33.55,2,0,0,57.43,SAME
5,29.67,188.87,21,3,3,87.34,EASIER
4,25.24,149.06,16,1,0,70.73,HARDER
1,25.0,54.37,10,8,1,54.16,SAME
4,25.0,165.66,22,7,1,69.25,HARDER
4,32.01,133.45,19,4,3,50.47,EASIER
3,33.81,102.52,12,0,0,80.89,HARDER
5,29.44,193.82,21,3,0,55.18,SAME
5,25.46,167.75,22,4,2,89.87,EASIER
1,99.64,31.56,2,0,0,78.34,HARDER
2,25.41,115.68,10,4,1,51.75,SAME
1,100.0,38.3,2,0,0,89.37,HARDER
4,32.38,132.96,15,0,0,89.81,HARDER
1,99.51,32.68,2,0,0,65.26,HARDER
2,37.01,65.83,8,2,0,76.21,HARDER
4,26.5,178.65,18,3,1,75.1,SAME
1,30.74,56.79,7,5,1,54.83,SAME
4,30.55,131.01,15,0,0,92.42,HARDER
5,26.67,240.69,24,6,4,75.91,EASIER
3,29.69,109.47,15,3,1,60.81,SAME
4,33.53,242.77,19,4,3,37.54,EASIER
4,33.08,184.95,16,1,1,79.86,EASIER
4,26.4,208.77,19,4,2,33.62,EASIER
2,47.8,62.11,6,0,0,91.97,HARDER
1,98.77,22.68,2,0,0,81.95,HARDER
1,66.03,38.89,3,1,0,71.91,HARDER
5,27.03,164.96,21,3,0,100.0,SAME
3,25.0,139.92,14,2,0,68.79,HARDER
4,35.67,111.13,15,0,0,80.99,HARDER
3,30.37,107.42,13,1,0,80.55,HARDER
2,44.48,55.18,6,0,0,65.66,HARDER
4,30.76,133.96,15,0,0,51.47,SAME
4,32.47,152.14,16,1,1,86.74,EASIER
2,35.36,103.11,9,3,1,54.21,SAME
2,40.84,54.01,7,1,0,82.88,HARDER
1,49.41,36.83,4,2,0,80.81,HARDER
1,68.43,47.75,3,1,0,50.94,SAME
5,30.69,228.88,20,2,0,72.35,SAME
5,26.08,234.64,25,7,2,55.07,EASIER
3,25.0,147.61,15,3,1,70.12,SAME
5,25.0,300.0,27,9,4,32.48,EASIER
3,35.76,69.34,12,0,0,84.26,HARDER
1,62.64,37.03,3,1,0,70.7,HARDER
1,100.0,26.81,2,0,0,74.23,HARDER
4,31.77,116.15,16,1,1,63.78,EASIER
5,25.84,137.08,21,3,1,84.06,SAME
4,25.0,186.58,22,7,3,62.87,EASIER
4,30.47,142.0,17,2,1,80.61,EASIER
2,42.45,64.15,7,1,0,78.87,HARDER
3,25.0,120.23,16,4,1,78.31,SAME
1,100.0,30.32,2,0,0,76.77,HARDER
4,32.43,166.65,17,2,1,52.38,EASIER
3,25.0,146.13,16,4,3,43.0,EASIER
3,25.0,152.44,17,5,2,64.57,EASIER
3,29.27,86.32,12,0,0,58.99,SAME
4,30.45,147.02,19,4,0,54.73,EASIER
4,31.71,136.29,16,1,1,74.45,EASIER
4,29.08,133.28,19,4,1,55.85,SAME
3,35.76,82.64,12,0,0,100.0,HARDER
3,31.08,101.33,12,0,0,66.55,HARDER
5,33.34,186.79,20,2,2,74.69,EASIER
5,30.83,193.03,21,3,0,82.86,SAME
1,69.29,53.59,3,1,1,68.75,SAME
1,51.21,34.3,4,2,0,41.23,SAME
4,25.0,222.85,20,5,5,57.27,EASIER
2,32.48,90.18,9,3,0,53.92,SAME
1,93.18,31.79,2,0,0,81.47,HARDER
4,26.43,250.0,25,10,3,55.64,EASIER
3,31.03,135.57,13,1,0,82.75,HARDER
4,27.5,109.89,17,2,0,91.95,HARDER
4,25.0,166.73,17,2,1,65.97,EASIER
1,98.2,38.74,2,0,0,69.16,HARDER
3,29.3,82.75,13,1,1,79.2,EASIER
5,28.96,171.56,20,2,0,62.7,SAME
1,48.9,33.74,4,2,0,71.43,HARDER
4,28.96,109.05,15,0,0,97.12,HARDER
2,35.9,61.92,7,1,0,69.95,HARDER
2,49.39,58.85,6,0,0,74.81,HARDER
4,30.28,110.66,15,0,0,91.65,HARDER
5,28.64,256.82,23,5,2,56.19,EASIER
1,43.54,38.98,4,2,0,80.42,HARDER
1,69.92,37.63,3,1,0,63.58,SAME
3,25.0,192.55,17,5,2,37.6,EASIER
3,25.52,81.43,13,1,0,100.0,HARDER
4,25.0,247.08,24,9,8,31.05,EASIER
1,100.0,20.17,2,0,0,61.86,SAME
2,36.63,73.26,8,2,0,84.37,HARDER
5,25.69,270.94,22,4,2,48.91,EASIER
2,39.29,53.46,7,1,0,84.1,HARDER
4,25.0,194.03,23,8,5,67.84,EASIER
5,27.04,232.51,23,5,5,72.54,EASIER
5,27.27,291.53,22,4,3,54.03,EASIER
1,44.51,65.32,5,3,1,73.08,SAME
3,26.78,103.76,14,2,1,46.48,EASIER
5,36.23,160.35,18,0,0,56.65,SAME
5,25.0,281.1,27,9,4,25.0,EASIER
3,32.32,130.45,15,3,1,67.0,SAME
4,28.26,116.93,16,1,0,92.53,HARDER
5,32.33,201.53,21,3,1,59.0,EASIER
5,25.11,181.38,21,3,1,87.02,SAME
5,31.05,149.61,18,0,0,100.0,SAME
3,25.44,182.98,19,7,3,46.55,EASIER
3,34.1,101.27,13,1,0,68.13,HARDER
3,25.0,162.36,19,7,3,60.22,EASIER
1,100.0,31.34,2,0,0,75.48,HARDER
2,48.72,48.11,6,0,0,78.9,HARDER
2,35.16,69.36,8,2,0,64.8,SAME
2,33.97,85.39,9,3,1,38.1,EASIER
2,39.32,60.99,8,2,0,69.78,SAME
2,48.69,46.56,6,0,0,82.31,HARDER
5,25.0,204.13,22,4,4,63.64,EASIER
5,31.3,208.41,20,2,1,62.15,EASIER
2,47.07,77.42,6,0,0,90.14,HARDER
5,28.63,175.4,22,4,3,71.21,EASIER
1,98.1,24.43,2,0,0,92.92,HARDER
5,30.23,228.22,22,4,2,88.09,EASIER
3,26.14,124.36,17,5,1,55.69,SAME
1,38.54,51.85,5,3,2,53.09,SAME
4,25.0,176.56,20,5,1,53.5,SAME
3,28.37,82.24,13,1,0,94.97,HARDER
4,33.47,226.36,16,1,1,49.65,HARDER
5,27.62,158.97,20,2,0,75.22,SAME
5,32.51,142.29,19,1,1,51.82,EASIER
2,49.21,30.0,6,0,0,100.0,HARDER
2,44.96,71.55,7,1,0,51.93,SAME
2,30.21,68.05,9,3,0,53.62,SAME
2,44.16,70.24,7,1,0,78.7,HARDER
4,30.04,96.41,17,2,0,78.23,HARDER
3,25.0,197.15,19,7,4,30.73,EASIER
1,93.6,25.76,2,0,0,63.1,SAME
5,25.77,208.79,23,5,2,74.4,EASIER
2,30.64,100.32,10,4,3,63.38,EASIER
4,32.78,142.91,16,1,1,74.13,EASIER
5,30.48,178.77,19,1,1,73.38,EASIER
3,28.98,89.31,12,0,0,89.86,HARDER
2,42.68,47.54,7,1,0,80.14,HARDER
1,39.09,31.3,5,3,0,48.85,SAME
5,26.13,220.19,22,4,2,59.67,EASIER
5,35.74,120.8,20,2,0,78.45,SAME
1,100.0,40.69,2,0,0,71.21,HARDER
2,31.11,99.14,9,3,0,55.48,SAME
2,46.72,54.55,6,0,0,65.83,HARDER
1,100.0,28.37,2,0,0,74.93,HARDER
5,25.0,276.85,28,10,6,33.08,EASIER
4,31.05,139.5,15,0,0,86.77,HARDER
1,72.68,20.0,3,1,0,87.04,HARDER
2,35.73,61.96,9,3,1,87.8,SAME
3,26.81,126.41,14,2,1,49.26,EASIER
2,41.97,63.2,7,1,0,73.59,HARDER
3,25.0,165.16,18,6,3,39.98,EASIER
3,25.06,120.14,14,2,0,45.64,SAME
2,43.81,54.44,7,1,0,71.71,HARDER
3,27.65,92.56,14,2,2,58.28,EASIER
5,25.56,277.43,23,5,3,40.99,EASIER
2,52.84,58.9,6,0,0,94.09,HARDER
5,26.42,179.14,21,3,0,86.77,SAME
4,25.0,250.0,23,8,5,49.24,EASIER
4,25.0,211.86,21,6,1,62.25,EASIER
2,36.96,84.69,8,2,2,74.15,HARDER
5,27.28,234.25,26,8,4,84.64,EASIER
2,52.84,45.49,6,0,0,92.83,HARDER
4,25.0,208.29,19,4,3,71.69,EASIER
1,96.3,40.28,2,0,0,51.78,SAME
5,25.0,300.0,25,7,4,27.09,EASIER
1,43.59,36.96,5,3,2,52.11,SAME
1,100.0,30.33,2,0,0,83.67,HARDER
1,96.3,20.0,2,0,0,100.0,HARDER
1,96.04,51.74,2,0,0,55.45,SAME
5,31.68,142.64,22,4,1,100.0,SAME
1,100.0,41.46,2,0,0,70.33,HARDER
5,28.15,177.2,20,2,2,86.96,EASIER
2,55.87,75.85,6,0,0,73.24,HARDER
5,29.56,254.05,20,2,1,62.69,EASIER
1,64.11,41.1,3,1,1,88.24,SAME
3,27.08,85.42,13,1,0,89.06,HARDER
2,35.72,80.81,8,2,1,61.47,EASIER
3,31.25,133.29,14,2,1,69.13,EASIER
3,26.25,142.5,14,2,2,78.85,EASIER
5,25.55,205.5,21,3,2,58.33,EASIER
4,35.24,155.99,16,1,1,69.55,EASIER
5,25.51,153.62,20,2,0,75.62,SAME
2,26.91,126.53,11,5,2,58.02,EASIER
2,50.89,52.22,6,0,0,80.66,HARDER
5,29.82,191.21,22,4,2,78.73,EASIER
5,25.0,272.75,25,7,3,66.78,EASIER
5,31.02,253.54,21,3,1,53.48,EASIER
3,35.69,112.44,13,1,1,78.2,EASIER
3,34.49,95.83,12,0,0,74.8,HARDER
4,28.54,183.1,21,6,3,64.52,EASIER
5,34.42,148.53,18,0,0,80.1,SAME
5,28.86,175.03,20,2,0,52.52,SAME
2,42.66,56.86,6,0,0,82.51,HARDER
4,25.0,189.2,21,6,5,50.29,EASIER
2,39.39,53.68,7,1,0,68.52,HARDER
1,100.0,34.35,2,0,0,68.21,HARDER
1,60.99,46.7,3,1,1,60.3,SAME
3,29.34,89.77,14,2,0,77.02,HARDER
2,46.75,68.32,6,0,0,51.31,SAME
2,50.04,44.12,6,0,0,99.48,HARDER
3,29.47,142.38,14,2,2,60.81,EASIER
1,56.52,50.25,4,2,0,76.59,HARDER
1,98.34,20.0,2,0,0,78.38,HARDER
1,71.0,60.76,3,1,1,47.77,SAME
4,26.31,145.75,17,2,2,89.56,EASIER
3,25.0,140.54,15,3,1,64.42,SAME
3,31.85,94.57,13,1,0,76.41,HARDER
4,25.0,240.42,21,6,3,55.52,EASIER
1,97.32,31.42,2,0,0,65.55,HARDER
4,26.03,186.16,23,8,4,47.24,EASIER
1,67.3,46.94,3,1,1,67.84,SAME
4,29.94,190.97,19,4,0,57.78,SAME
4,28.96,192.23,18,3,3,55.82,EASIER
3,28.22,93.24,13,1,0,90.31,HARDER
5,25.0,203.95,25,7,2,63.34,SAME
1,100.0,30.25,2,0,0,70.57,HARDER
5,36.07,120.21,19,1,1,69.76,EASIER
1,100.0,24.39,2,0,0,81.8,HARDER
3,29.29,118.62,14,2,1,72.7,EASIER
2,52.97,64.52,6,0,0,69.96,HARDER
1,100.0,20.0,2,0,0,85.11,HARDER
5,32.39,114.14,20,2,1,85.29,EASIER
4,33.56,177.1,19,4,3,65.39,EASIER
1,64.95,43.66,3,1,0,72.48,HARDER
2,49.45,70.97,6,0,0,65.73,HARDER
1,97.6,20.0,2,0,0,97.58,HARDER
3,27.31,134.67,14,2,1,44.42,EASIER
1,95.02,30.91,2,0,0,78.47,HARDER
1,100.0,20.0,2,0,0,80.44,HARDER
2,25.0,89.05,13,7,2,59.61,SAME
1,67.56,45.93,3,1,0,76.28,HARDER
1,49.57,44.36,4,2,1,58.02,SAME
1,100.0,27.36,2,0,0,99.83,HARDER
1,97.77,20.0,2,0,0,54.38,SAME
5,25.0,298.34,26,8,7,32.43,EASIER
1,65.53,49.44,3,1,0,52.12,SAME
1,51.71,26.82,4,2,0,68.12,HARDER
5,25.0,290.78,27,9,5,53.74,EASIER
4,27.34,87.1,15,0,0,90.32,HARDER
2,44.19,68.36,7,1,1,78.98,EASIER
2,47.54,48.59,6,0,0,97.09,HARDER
3,25.0,188.33,16,4,3,71.8,EASIER
4,33.58,118.69,16,1,1,84.96,EASIER
5,29.94,191.08,22,4,2,67.67,EASIER
2,40.9,61.6,7,1,0,51.52,SAME
3,25.0,172.39,18,6,3,34.99,EASIER
2,27.58,109.01,10,4,2,68.35,EASIER
3,31.6,106.28,13,1,0,78.33,HARDER
1,45.72,36.48,4,2,0,74.61,HARDER
1,53.36,31.79,4,2,1,54.91,SAME
3,28.19,129.89,15,3,2,59.64,EASIER
3,29.84,101.29,14,2,1,69.94,EASIER
5,29.29,189.08,20,2,0,52.69,SAME
1,98.28,23.1,2,0,0,56.49,SAME
1,25.0,73.81,8,6,4,54.62,SAME
2,58.23,34.43,6,0,0,86.79,HARDER
1,50.45,46.23,4,2,0,41.01,SAME
5,29.39,274.67,23,5,2,53.9,EASIER
3,25.83,127.98,17,5,2,50.2,EASIER
2,36.72,93.34,8,2,0,59.64,SAME
5,30.89,176.84,23,5,2,65.37,EASIER
4,25.0,214.53,23,8,2,53.12,EASIER
5,31.12,216.88,23,5,3,67.13,EASIER
4,25.0,194.16,19,4,2,63.53,EASIER
1,100.0,20.0,2,0,0,100.0,HARDER
4,25.0,151.94,19,4,4,68.63,EASIER
3,25.0,183.22,16,4,3,75.99,EASIER
1,96.07,20.0,2,0,0,82.12,HARDER
2,42.85,78.46,8,2,1,78.01,EASIER
2,32.85,40.74,8,2,1,70.4,EASIER
5,31.25,223.36,21,3,2,64.38,EASIER
5,28.84,175.59,20,2,1,72.72,EASIER
3,25.0,158.75,17,5,1,60.32,SAME
2,57.85,42.2,6,0,0,69.04,HARDER
1,67.12,20.87,3,1,0,85.69,HARDER
2,34.12,62.77,8,2,0,58.19,SAME
1,32.62,52.3,6,4,2,85.14,SAME
1,50.98,46.22,4,2,0,78.58,HARDER
2,48.89,118.61,7,1,0,43.28,SAME
5,33.76,183.9,19,1,1,91.22,EASIER
4,30.35,114.47,17,2,0,54.37,SAME
3,32.58,123.93,14,2,1,54.02,EASIER
5,30.5,278.26,19,1,1,55.28,EASIER
1,52.64,45.35,4,2,1,48.23,SAME
5,27.25,278.84,22,4,2,34.24,EASIER
4,28.04,207.39,20,5,4,56.61,EASIER
3,25.0,144.99,16,4,1,71.67,SAME
3,25.0,180.55,18,6,4,56.75,EASIER
3,30.56,179.46,14,2,1,36.02,EASIER
4,27.19,179.46,19,4,1,60.15,SAME
2,30.07,108.26,11,5,2,49.58,EASIER
4,28.96,177.67,17,2,1,80.79,EASIER
4,25.0,133.82,17,2,0,77.43,HARDER
5,29.95,178.42,21,3,1,69.78,SAME
4,28.54,178.75,18,3,2,80.51,EASIER
4,28.85,228.88,22,7,2,54.21,EASIER
1,71.82,32.5,3,1,0,78.34,HARDER
2,43.4,53.29,7,1,0,81.78,HARDER
1,98.12,20.0,2,0,0,100.0,HARDER
2,30.74,70.32,9,3,0,39.48,SAME
2,51.41,73.84,6,0,0,74.49,HARDER
5,29.28,206.54,20,2,1,64.94,EASIER
5,29.43,157.07,20,2,1,66.13,EASIER
4,25.0,165.71,20,5,0,69.61,HARDER
1,64.28,32.07,3,1,0,69.68,HARDER
4,32.41,171.01,15,0,0,72.31,HARDER
3,28.09,148.42,16,4,2,42.75,EASIER
2,39.04,55.74,7,1,0,71.42,HARDER
5,28.48,162.26,20,2,0,90.76,SAME
5,30.64,138.02,20,2,1,88.53,EASIER
3,27.33,102.17,13,1,1,74.51,EASIER
5,25.0,218.17,23,5,2,59.17,EASIER
3,25.0,143.08,16,4,2,74.78,EASIER
2,47.88,38.83,6,0,0,77.23,HARDER
2,42.97,58.72,7,1,0,74.38,HARDER
2,52.99,47.31,6,0,0,98.06,HARDER
2,47.13,47.23,7,1,0,59.41,SAME
2,51.54,32.27,6,0,0,86.74,HARDER
2,57.8,61.33,6,0,0,98.32,HARDER
2,52.4,53.38,6,0,0,80.73,HARDER
3,27.17,101.91,13,1,0,88.34,HARDER
1,50.08,39.74,4,2,1,69.99,SAME
1,100.0,20.0,2,0,0,80.57,HARDER
5,25.0,149.57,20,2,1,86.11,EASIER
4,31.68,112.66,18,3,2,70.63,EASIER
3,29.98,99.61,13,1,1,80.86,EASIER
5,28.98,162.75,20,2,0,72.69,SAME
2,37.64,81.8,8,2,0,64.89,SAME
3,32.55,112.99,13,1,0,74.82,HARDER
5,25.0,231.37,22,4,2,59.12,EASIER
5,37.52,142.71,18,0,0,100.0,SAME
3,37.88,117.04,14,2,1,71.98,EASIER
1,35.32,61.99,6,4,1,52.64,SAME
3,25.0,128.0,16,4,2,71.98,EASIER
5,30.89,247.44,22,4,1,52.43,EASIER
4,33.25,114.97,16,1,0,67.98,HARDER
1,97.4,20.0,2,0,0,84.86,HARDER
5,32.47,228.63,20,2,2,55.28,EASIER
2,37.02,106.79,8,2,1,33.27,EASIER
1,37.27,29.77,5,3,0,75.84,HARDER
5,25.02,196.18,22,4,0,55.15,SAME
3,26.29,147.19,14,2,0,49.96,SAME
4,25.0,142.92,19,4,1,70.96,SAME
2,47.17,59.09,7,1,0,69.79,HARDER
4,29.35,90.72,15,0,0,73.24,HARDER
5,25.0,211.41,27,9,4,52.35,EASIER
4,26.37,166.68,19,4,1,75.56,SAME
1,68.98,53.16,3,1,1,67.05,SAME
1,100.0,20.0,2,0,0,90.55,HARDER
2,42.07,69.83,7,1,0,74.94,HARDER
3,25.0,159.88,20,8,2,54.71,SAME
5,25.57,196.77,23,5,1,54.4,SAME
1,50.89,31.85,4,2,0,47.67,SAME
5,29.92,160.47,19,1,0,93.63,SAME
2,48.2,67.87,6,0,0,66.9,HARDER
3,32.97,89.05,12,0,0,100.0,HARDER
4,27.54,234.14,18,3,2,42.88,EASIER
2,43.65,52.24,7,1,0,95.44,HARDER
4,33.28,86.8,15,0,0,75.07,HARDER
5,34.09,176.68,21,3,0,72.87,SAME
1,65.6,27.13,3,1,1,72.49,SAME
5,29.21,188.62,21,3,3,68.47,EASIER
3,25.0,188.84,18,6,3,45.65,EASIER
5,26.38,216.97,23,5,2,76.19,EASIER
4,27.61,165.87,17,2,0,86.54,HARDER
2,48.15,39.9,6,0,0,85.21,HARDER
2,38.21,53.74,7,1,0,71.05,HARDER
3,25.27,156.05,14,2,2,42.57,EASIER
2,36.73,59.47,7,1,1,80.79,EASIER
4,28.88,114.65,16,1,1,59.5,EASIER
2,25.0,99.11,14,8,3,79.13,SAME
4,31.55,139.89,16,1,1,73.39,EASIER
3,31.65,143.68,14,2,0,56.66,SAME
1,99.2,26.32,2,0,0,66.31,HARDER
2,47.06,66.96,6,0,0,88.59,HARDER
2,53.19,31.16,6,0,0,96.9,HARDER
3,35.24,112.57,12,0,0,88.26,HARDER
4,31.02,112.05,15,0,0,60.37,SAME
3,25.57,112.97,15,3,1,86.58,SAME
4,29.93,160.22,19,4,1,54.73,SAME
1,49.98,41.5,4,2,0,78.6,HARDER
3,34.87,94.52,12,0,0,76.18,HARDER
2,44.42,77.43,6,0,0,64.74,SAME
1,49.61,66.86,4,2,0,66.87,HARDER
5,35.17,160.64,22,4,1,55.8,SAME
1,100.0,23.73,2,0,0,69.34,HARDER
3,36.55,51.12,12,0,0,80.04,HARDER
3,25.0,181.86,19,7,2,42.78,EASIER
5,33.24,137.35,18,0,0,92.96,SAME
4,34.05,165.05,18,3,2,80.06,EASIER
3,30.79,100.81,13,1,1,100.0,EASIER
1,49.75,36.22,4,2,0,55.3,SAME
1,64.45,38.99,3,1,1,52.82,SAME
1,68.98,20.56,3,1,0,65.41,HARDER
1,68.27,59.32,3,1,1,29.69,SAME
2,39.61,65.95,7,1,0,45.89,SAME
1,66.32,56.56,3,1,0,77.56,HARDER
1,68.73,43.54,3,1,0,44.72,SAME
5,33.52,227.87,25,7,2,53.12,EASIER
2,44.84,52.2,6,0,0,100.0,HARDER
3,28.82,96.03,14,2,0,100.0,HARDER
2,38.23,58.76,7,1,0,67.48,HARDER
