sequence_length,accuracy,response_time,total_attempts,mistakes,previous_score,current_level,difficulty_change
4,70.42,28.87,1,0,71.25,2,SAME
4,67.14,60.0,2,2,63.52,2,SAME
6,71.01,82.01,2,2,68.1,4,SAME
5,71.45,30.23,2,2,68.86,3,SAME
7,60.46,141.3,1,1,59.08,5,SAME
5,73.07,59.96,2,1,73.73,3,SAME
4,55.19,34.33,2,1,50.48,2,SAME
3,88.14,18.94,1,0,87.15,1,HARDER
3,88.23,24.62,1,1,86.51,1,HARDER
4,78.98,28.91,2,1,77.99,2,SAME
7,29.36,300.0,5,4,22.79,5,EASIER
5,72.98,51.5,1,0,72.45,3,SAME
7,70.79,91.36,2,2,69.33,5,SAME
3,79.29,19.65,1,2,79.38,1,SAME
3,95.22,55.13,1,1,94.42,1,EASIER
7,36.29,45.84,4,5,25.0,5,EASIER
3,100.0,29.34,1,0,98.66,1,HARDER
3,92.43,22.47,1,1,86.0,1,HARDER
5,35.73,28.67,5,6,28.51,3,EASIER
7,57.14,71.67,2,2,53.41,5,SAME
6,66.23,96.69,2,2,66.23,4,EASIER
3,78.48,17.02,3,0,79.43,1,SAME
7,51.26,129.02,3,3,48.13,5,EASIER
7,46.49,287.4,1,2,39.6,5,EASIER
7,55.98,122.91,1,2,50.13,5,SAME
7,16.92,50.72,5,5,8.63,5,EASIER
4,76.41,25.52,3,2,71.93,2,SAME
7,61.58,95.87,2,1,59.16,5,SAME
4,98.01,32.2,2,0,94.97,2,HARDER
7,61.77,121.67,1,2,60.4,5,SAME
5,79.28,67.7,1,1,77.2,3,SAME
6,34.09,201.66,5,3,32.57,4,EASIER
6,72.53,81.84,2,2,65.2,4,SAME
6,64.34,45.04,1,1,67.21,4,SAME
6,59.26,149.41,2,2,55.87,4,SAME
6,43.21,158.14,4,3,36.16,4,EASIER
6,56.34,92.54,4,3,51.05,4,EASIER
3,100.0,22.4,2,1,95.94,1,HARDER
7,42.02,157.24,4,4,35.2,5,EASIER
5,47.11,52.25,3,3,45.74,3,EASIER
4,43.11,14.46,5,4,36.13,2,HARDER
5,80.11,76.66,2,1,78.94,3,SAME
7,25.09,182.14,3,5,16.41,5,EASIER
7,27.79,245.65,5,5,19.58,5,EASIER
7,47.96,75.21,2,3,42.25,5,EASIER
5,99.13,64.87,2,0,95.35,3,SAME
6,34.76,93.28,4,4,34.16,4,EASIER
4,48.59,39.56,5,4,43.59,2,EASIER
6,71.19,87.05,2,1,75.03,4,SAME
6,53.32,83.6,3,3,50.73,4,EASIER
4,61.77,41.98,3,2,53.43,2,SAME
4,72.11,53.82,1,2,70.21,2,SAME
3,81.33,43.03,1,1,79.76,1,SAME
3,80.03,17.86,1,1,77.79,1,SAME
5,76.86,53.26,1,1,74.39,3,SAME
5,98.18,47.05,1,0,100.0,3,HARDER
3,100.0,19.44,1,0,96.63,1,HARDER
5,85.5,26.06,3,1,83.19,3,SAME
6,68.48,83.04,1,1,68.4,4,SAME
4,91.11,47.6,1,0,89.16,2,HARDER
4,78.4,35.33,2,1,77.45,2,SAME
4,74.97,37.84,1,1,76.73,2,SAME
5,28.09,71.35,5,5,22.43,3,EASIER
4,61.76,73.76,1,2,52.95,2,SAME
6,50.71,65.92,4,3,43.9,4,EASIER
4,69.0,21.91,1,0,66.35,2,SAME
5,40.25,55.46,5,4,36.16,3,EASIER
4,83.73,92.1,1,0,82.22,2,EASIER
3,43.35,14.91,4,4,37.47,1,EASIER
6,76.51,114.98,2,1,73.33,4,SAME
4,75.38,65.48,2,2,71.94,2,SAME
4,79.86,12.5,1,1,83.73,2,SAME
6,54.42,101.5,2,2,58.39,4,EASIER
7,57.71,155.61,2,2,55.51,5,SAME
6,38.39,71.36,4,4,29.36,4,EASIER
7,63.53,78.74,3,3,59.7,5,EASIER
7,58.54,81.17,3,4,57.13,5,EASIER
5,69.03,49.29,1,1,68.31,3,SAME
6,67.84,70.08,1,2,59.83,4,SAME
4,90.34,30.17,2,0,89.84,2,HARDER
5,74.46,48.91,2,1,69.01,3,SAME
5,63.79,104.57,2,2,57.93,3,SAME
7,26.81,57.78,5,4,20.43,5,EASIER
7,61.76,43.18,1,3,54.74,5,EASIER
5,61.66,105.4,2,3,58.59,3,EASIER
6,73.4,74.21,1,1,74.76,4,SAME
4,73.55,31.66,2,3,65.23,2,EASIER
7,38.36,105.41,3,4,35.26,5,EASIER
5,74.57,64.33,3,2,74.11,3,SAME
5,68.98,44.75,3,2,66.23,3,SAME
6,57.05,106.68,1,2,55.02,4,SAME
6,63.51,49.72,1,2,62.33,4,SAME
3,97.81,21.86,1,0,100.0,1,HARDER
4,67.77,13.42,2,2,59.73,2,SAME
3,86.76,42.12,1,1,88.0,1,SAME
6,59.8,74.83,2,2,60.16,4,SAME
3,81.35,33.69,1,1,80.52,1,SAME
4,64.56,47.54,2,3,62.61,2,EASIER
5,74.95,76.14,1,0,69.01,3,SAME
6,31.77,81.67,5,4,28.34,4,EASIER
5,41.46,70.29,5,4,31.86,3,EASIER
7,65.34,66.33,2,2,65.31,5,EASIER
7,27.11,59.16,5,4,27.05,5,EASIER
3,88.03,23.9,2,0,93.06,1,HARDER
7,73.53,77.33,1,2,75.26,5,SAME
6,54.62,172.08,2,3,49.45,4,EASIER
6,67.2,99.66,2,2,67.59,4,SAME
3,73.57,18.17,2,1,71.42,1,SAME
6,50.15,71.2,5,4,48.5,4,EASIER
6,62.63,87.87,3,2,61.12,4,SAME
5,86.0,56.08,2,1,77.33,3,HARDER
3,95.63,28.21,2,0,98.16,1,HARDER
5,72.75,60.0,2,1,66.67,3,SAME
7,86.36,52.49,2,1,90.52,5,HARDER
6,72.72,26.8,2,1,73.72,4,SAME
3,97.0,21.17,2,1,95.12,1,HARDER
7,40.73,152.01,3,3,41.57,5,EASIER
7,58.94,91.93,1,2,56.65,5,SAME
3,89.33,43.34,1,0,86.66,1,SAME
7,44.97,109.17,2,3,41.31,5,EASIER
5,65.97,113.55,2,2,68.19,3,SAME
5,73.0,102.58,1,0,74.44,3,SAME
5,85.87,97.6,1,1,78.66,3,SAME
6,54.84,43.86,5,4,49.77,4,EASIER
7,36.25,113.05,5,4,31.68,5,EASIER
6,53.07,154.87,2,2,50.5,4,EASIER
7,60.26,129.92,4,3,48.01,5,EASIER
7,36.11,151.51,2,3,29.28,5,EASIER
3,72.93,13.48,1,2,71.47,1,SAME
4,84.84,93.64,1,1,88.05,2,EASIER
6,62.24,54.34,2,2,56.5,4,EASIER
5,66.62,21.61,2,2,61.2,3,SAME
3,69.88,21.38,1,1,65.76,1,SAME
3,73.34,8.41,2,0,75.11,1,SAME
5,93.26,33.9,1,1,93.54,3,HARDER
6,66.94,300.0,1,3,64.24,4,EASIER
3,84.7,21.11,3,1,81.9,1,SAME
3,81.02,13.24,1,1,77.65,1,SAME
3,86.31,25.28,1,1,86.57,1,HARDER
5,65.57,37.19,2,2,66.82,3,SAME
3,81.62,36.73,1,0,82.39,1,SAME
5,57.01,37.34,3,4,52.3,3,EASIER
5,75.22,66.32,1,1,71.21,3,SAME
5,32.77,32.87,5,5,21.94,3,EASIER
6,65.55,300.0,1,3,62.84,4,EASIER
5,74.2,74.42,1,1,71.5,3,SAME
6,57.48,76.02,2,2,54.52,4,SAME
6,52.66,70.41,1,2,52.17,4,EASIER
7,71.61,82.83,1,2,70.13,5,SAME
6,58.54,55.2,1,2,53.86,4,SAME
5,82.3,39.26,1,1,83.03,3,SAME
5,47.3,133.12,3,3,45.77,3,EASIER
4,71.25,29.31,3,2,72.58,2,SAME
5,55.89,20.21,2,3,50.61,3,EASIER
3,88.13,14.88,1,2,84.67,1,SAME
7,42.25,185.7,3,3,34.99,5,EASIER
7,64.78,97.61,1,1,65.73,5,SAME
3,99.72,23.55,1,0,100.0,1,HARDER
6,42.19,150.66,5,4,36.59,4,EASIER
3,100.0,17.69,1,1,100.0,1,HARDER
6,51.71,113.93,1,3,48.39,4,EASIER
3,100.0,18.57,1,1,96.26,1,HARDER
5,78.81,77.13,2,0,79.32,3,SAME
6,44.13,66.91,4,4,37.62,4,EASIER
6,73.88,72.32,2,1,74.0,4,SAME
5,94.11,87.04,1,0,100.0,3,SAME
7,63.73,168.37,2,2,65.32,5,SAME
6,38.14,75.24,4,4,35.67,4,EASIER
4,84.45,30.45,1,0,80.45,2,SAME
6,62.79,188.35,2,2,64.05,4,EASIER
6,67.3,111.4,1,2,66.62,4,SAME
4,88.84,31.62,1,0,93.18,2,HARDER
6,47.61,58.39,5,4,36.58,4,EASIER
7,31.44,195.79,3,4,23.36,5,EASIER
7,76.26,119.27,1,2,75.38,5,SAME
6,43.01,75.31,5,4,32.28,4,EASIER
6,41.1,87.05,5,4,39.74,4,EASIER
4,73.58,44.54,1,1,73.99,2,SAME
6,60.34,79.62,2,2,57.88,4,SAME
4,63.99,66.91,5,4,55.44,2,EASIER
5,75.62,108.18,1,1,72.19,3,SAME
4,90.92,48.79,1,1,86.14,2,HARDER
4,80.87,72.51,1,1,78.72,2,SAME
3,83.96,25.09,2,1,85.19,1,SAME
7,33.85,163.16,2,3,28.34,5,EASIER
3,93.18,39.09,1,1,94.44,1,SAME
3,79.71,39.34,2,2,72.67,1,SAME
7,39.69,184.51,4,4,28.29,5,EASIER
5,51.64,79.27,1,2,52.18,3,EASIER
5,97.28,152.81,1,0,95.31,3,EASIER
6,56.81,61.93,3,3,51.85,4,EASIER
4,89.08,35.33,1,0,86.5,2,HARDER
3,87.26,22.72,2,0,88.07,1,HARDER
6,66.52,67.72,1,2,68.64,4,SAME
3,87.64,10.32,2,0,85.33,1,HARDER
5,85.53,114.55,1,1,79.32,3,SAME
7,57.96,64.03,2,3,49.96,5,EASIER
7,71.57,122.86,1,1,70.22,5,SAME
4,92.46,19.48,1,0,88.92,2,HARDER
6,61.27,113.24,3,2,55.66,4,EASIER
6,76.36,54.51,3,1,68.58,4,SAME
5,66.88,33.05,3,1,66.24,3,SAME
3,81.97,27.26,2,1,82.73,1,SAME
4,83.53,27.34,1,1,79.38,2,SAME
6,53.49,60.83,4,3,46.91,4,EASIER
7,47.25,122.99,1,2,44.83,5,SAME
3,97.54,35.69,2,1,97.66,1,SAME
6,60.32,53.58,2,2,57.53,4,SAME
7,61.99,65.25,1,1,60.79,5,SAME
7,34.55,113.44,3,3,28.94,5,EASIER
5,48.78,75.75,5,3,46.21,3,EASIER
3,73.25,47.93,1,1,73.13,1,SAME
4,58.49,22.97,2,2,52.9,2,SAME
7,47.97,94.18,2,2,43.85,5,EASIER
7,45.24,212.58,2,4,40.96,5,EASIER
6,48.82,228.77,1,2,47.48,4,EASIER
3,93.14,16.07,1,1,88.58,1,HARDER
3,100.0,18.0,1,0,99.85,1,HARDER
5,64.44,70.04,3,3,58.71,3,EASIER
5,52.62,43.57,1,2,43.97,3,EASIER
3,89.8,17.83,1,0,94.46,1,HARDER
6,75.5,93.12,1,1,72.9,4,SAME
5,67.58,124.89,1,1,63.67,3,EASIER
3,93.47,13.96,1,0,93.33,1,HARDER
3,91.02,48.7,1,0,89.64,1,SAME
5,57.9,43.64,2,1,60.42,3,SAME
6,67.96,98.15,3,2,68.39,4,SAME
7,33.45,266.54,3,4,27.36,5,EASIER
5,72.57,68.13,1,1,73.79,3,SAME
4,88.97,33.04,1,1,87.52,2,HARDER
7,34.05,165.65,2,4,23.0,5,EASIER
5,83.93,53.24,2,1,82.47,3,SAME
4,72.35,48.55,1,1,69.16,2,SAME
5,89.9,52.41,2,1,86.2,3,HARDER
3,100.0,36.67,1,1,100.0,1,SAME
4,72.89,19.73,1,1,77.62,2,SAME
5,80.67,35.12,1,0,78.34,3,SAME
7,24.48,51.97,5,5,17.69,5,EASIER
6,36.97,79.63,4,4,31.22,4,EASIER
6,14.52,37.02,5,6,11.35,4,EASIER
5,76.98,41.18,2,1,74.16,3,SAME
3,63.98,15.27,4,3,64.61,1,EASIER
4,89.58,76.18,1,1,82.57,2,EASIER
7,51.48,65.27,3,3,45.07,5,EASIER
3,69.61,14.1,2,2,69.17,1,SAME
7,56.95,128.23,3,3,46.07,5,EASIER
6,66.5,197.13,1,2,62.65,4,EASIER
4,71.72,35.98,2,1,66.05,2,SAME
6,52.73,80.37,5,3,44.09,4,EASIER
7,36.88,226.32,3,4,36.02,5,EASIER
3,80.4,36.95,1,1,81.9,1,SAME
3,87.49,30.21,1,0,87.99,1,HARDER
6,65.93,60.58,1,2,66.73,4,SAME
7,23.15,143.59,4,6,15.6,5,EASIER
3,61.0,13.64,1,2,60.9,1,SAME
6,88.12,59.29,1,0,88.97,4,HARDER
3,86.67,47.27,3,1,83.97,1,SAME
6,72.91,161.38,2,2,67.76,4,SAME
6,57.25,102.95,4,3,52.04,4,EASIER
3,78.45,10.59,2,2,70.53,1,SAME
6,54.06,43.75,3,2,51.4,4,EASIER
7,28.22,77.34,5,4,26.77,5,EASIER
7,40.95,101.99,5,5,30.88,5,EASIER
3,95.2,14.33,1,0,94.84,1,HARDER
4,80.23,33.85,1,0,73.8,2,SAME
4,63.88,87.2,4,2,61.14,2,EASIER
5,81.74,70.73,2,1,89.09,3,SAME
3,89.76,27.56,1,0,90.28,1,HARDER
7,22.2,64.32,5,4,19.15,5,EASIER
6,61.02,34.97,3,3,55.05,4,EASIER
7,42.55,57.35,2,2,41.35,5,EASIER
3,81.1,11.84,1,2,76.23,1,SAME
3,78.97,25.85,3,2,76.59,1,SAME
7,46.72,138.06,4,5,34.14,5,SAME
4,64.05,24.14,4,2,64.41,2,EASIER
6,37.33,88.56,4,4,32.81,4,EASIER
7,82.64,249.41,1,2,81.79,5,EASIER
3,81.48,59.74,1,0,80.2,1,EASIER
3,94.19,35.22,1,1,94.13,1,SAME
3,83.57,23.13,1,1,86.47,1,SAME
3,71.88,34.72,2,2,66.62,1,SAME
3,88.92,45.62,1,1,89.7,1,SAME
7,51.14,37.51,2,2,48.1,5,EASIER
6,42.43,177.22,4,3,42.6,4,EASIER
7,34.78,83.24,4,3,28.1,5,EASIER
7,57.48,83.68,2,1,54.4,5,SAME
7,54.75,92.3,1,2,54.69,5,EASIER
4,95.35,44.17,1,0,94.86,2,HARDER
4,80.28,22.54,2,1,80.26,2,SAME
7,33.62,95.9,5,5,28.4,5,EASIER
4,75.97,48.64,2,2,73.61,2,SAME
3,85.65,27.55,1,0,80.5,1,HARDER
6,55.88,99.96,3,2,54.88,4,SAME
7,72.47,93.87,2,2,67.5,5,SAME
7,31.6,163.46,4,4,21.12,5,EASIER
7,57.79,199.19,1,2,60.0,5,SAME
3,80.44,38.95,1,1,82.43,1,SAME
6,34.07,102.42,2,4,24.45,4,EASIER
7,49.76,186.83,3,3,38.24,5,EASIER
6,71.1,128.98,2,1,68.89,4,SAME
7,45.75,300.0,2,2,47.77,5,EASIER
7,59.24,217.53,4,2,53.29,5,EASIER
5,73.04,55.51,1,1,70.2,3,SAME
3,80.15,16.66,1,1,75.37,1,SAME
5,90.02,50.97,1,0,91.0,3,HARDER
4,97.71,32.51,1,0,97.4,2,HARDER
3,100.0,31.39,1,0,97.63,1,HARDER
3,78.11,18.31,1,2,70.63,1,EASIER
6,56.68,152.42,1,2,54.39,4,SAME
5,30.93,29.15,5,5,26.01,3,EASIER
5,91.7,25.85,2,1,88.48,3,HARDER
6,38.88,76.44,4,4,34.8,4,EASIER
5,49.73,38.22,3,2,46.53,3,EASIER
6,68.85,42.62,1,1,73.37,4,SAME
3,91.29,18.83,1,1,93.89,1,HARDER
7,56.33,73.96,3,3,53.13,5,EASIER
5,75.54,58.29,1,1,74.28,3,SAME
3,82.53,18.97,1,1,81.37,1,SAME
7,51.65,83.49,2,2,48.68,5,EASIER
6,63.36,81.79,1,1,61.55,4,SAME
3,100.0,39.26,1,0,94.66,1,SAME
3,88.08,48.1,1,1,91.8,1,SAME
3,96.85,26.7,1,0,93.31,1,EASIER
4,81.36,42.25,1,1,83.85,2,SAME
3,62.9,23.04,2,2,56.54,1,SAME
6,86.21,105.32,1,0,84.92,4,HARDER
5,75.4,70.36,2,2,72.69,3,SAME
7,36.77,230.69,4,3,32.57,5,EASIER
6,39.68,30.71,2,3,30.61,4,EASIER
6,61.47,72.59,2,3,59.51,4,EASIER
5,93.12,68.6,1,0,91.42,3,HARDER
3,100.0,24.71,1,1,100.0,1,HARDER
3,87.61,16.46,1,0,93.37,1,HARDER
6,69.41,41.72,3,2,66.3,4,SAME
3,99.41,35.79,2,1,98.56,1,SAME
3,88.3,17.85,1,1,83.4,1,HARDER
4,77.5,16.66,4,2,74.6,2,EASIER
7,43.67,178.63,5,4,34.09,5,EASIER
5,85.04,72.79,1,0,84.5,3,HARDER
6,66.29,77.21,3,3,62.8,4,EASIER
5,67.39,36.88,1,2,60.64,3,SAME
3,91.63,23.77,2,1,87.39,1,HARDER
4,73.28,67.28,2,2,72.19,2,SAME
3,80.05,12.19,1,0,79.29,1,SAME
6,79.73,36.36,2,2,75.98,4,SAME
3,88.7,18.91,1,1,91.25,1,HARDER
4,86.58,37.53,1,0,83.07,2,HARDER
7,50.55,85.46,3,3,41.99,5,EASIER
5,37.14,79.73,4,4,32.0,3,EASIER
5,63.43,99.43,2,2,66.81,3,HARDER
5,84.82,66.58,1,1,84.99,3,SAME
6,60.94,109.74,2,2,57.7,4,SAME
4,72.7,43.18,2,1,72.03,2,SAME
6,66.64,82.41,2,2,62.38,4,SAME
7,74.81,55.34,1,1,76.91,5,SAME
5,52.02,34.87,2,2,46.48,3,EASIER
5,75.85,29.72,1,0,74.83,3,SAME
3,90.21,23.4,1,0,94.88,1,HARDER
4,100.0,42.38,1,0,100.0,2,HARDER
7,55.27,50.84,4,3,53.01,5,EASIER
5,40.64,60.12,4,4,31.79,3,EASIER
4,91.74,25.18,2,1,88.22,2,HARDER
5,61.34,34.16,3,3,56.92,3,EASIER
5,59.3,42.56,1,3,55.3,3,EASIER
5,48.22,33.31,3,3,42.75,3,EASIER
6,68.59,112.41,3,2,61.29,4,SAME
4,82.0,35.11,2,2,80.01,2,SAME
6,34.72,125.29,4,5,27.55,4,EASIER
5,94.41,46.57,1,0,97.5,3,HARDER
7,63.81,89.78,2,2,55.71,5,SAME
3,77.58,57.54,2,1,72.74,1,EASIER
3,93.29,12.14,1,0,91.13,1,HARDER
5,63.23,109.54,1,1,55.09,3,SAME
5,65.11,131.56,5,3,62.11,3,EASIER
6,25.74,122.11,5,6,14.87,4,EASIER
5,62.83,49.25,1,1,59.59,3,SAME
7,54.6,243.75,1,1,53.05,5,EASIER
5,100.0,49.46,1,0,96.36,3,HARDER
3,74.54,18.26,1,1,71.77,1,SAME
3,98.97,21.03,1,0,100.0,1,HARDER
7,63.77,82.08,1,1,57.1,5,SAME
3,87.39,16.41,2,0,84.75,1,HARDER
7,61.12,205.09,2,2,59.17,5,EASIER
4,76.46,26.42,1,1,80.24,2,SAME
3,80.17,24.67,2,1,81.16,1,SAME
4,76.42,19.28,1,0,76.64,2,EASIER
6,57.31,83.32,5,4,56.28,4,EASIER
5,90.99,32.73,1,1,86.8,3,SAME
6,57.64,44.38,1,2,57.71,4,SAME
6,67.19,77.47,2,2,65.73,4,SAME
5,85.35,97.87,1,1,86.62,3,SAME
6,50.82,103.1,1,3,52.48,4,EASIER
7,47.4,147.82,5,3,40.86,5,EASIER
5,55.28,54.39,4,3,49.77,3,EASIER
3,71.01,21.53,3,3,66.16,1,EASIER
5,83.14,85.8,2,1,85.07,3,SAME
7,75.44,82.4,1,1,69.63,5,SAME
4,39.48,56.25,5,5,35.3,2,EASIER
7,41.32,219.66,4,5,27.05,5,EASIER
5,77.49,38.24,2,2,75.7,3,SAME
6,32.02,57.15,3,3,24.35,4,EASIER
4,83.17,29.4,2,1,80.73,2,SAME
7,44.47,50.35,3,4,37.08,5,EASIER
3,95.42,20.29,2,0,96.07,1,HARDER
4,51.03,70.05,4,4,45.48,2,EASIER
5,64.35,34.57,3,3,63.89,3,EASIER
5,45.81,111.77,4,4,36.03,3,EASIER
5,63.01,46.8,2,3,58.66,3,EASIER
3,62.81,64.05,1,1,61.95,1,EASIER
4,88.72,27.58,2,0,87.58,2,HARDER
3,100.0,23.45,1,0,100.0,1,HARDER
5,77.79,36.96,1,1,75.49,3,SAME
4,81.08,27.5,2,1,84.2,2,SAME
5,57.57,112.49,2,2,56.87,3,SAME
5,87.59,73.36,1,0,89.2,3,HARDER
6,54.07,140.01,3,3,56.27,4,EASIER
5,56.69,30.24,4,3,51.63,3,EASIER
6,83.52,115.26,1,1,84.31,4,SAME
5,48.69,35.86,3,3,42.13,3,EASIER
6,48.64,40.91,1,3,43.97,4,EASIER
6,67.02,92.84,2,3,61.52,4,EASIER
4,67.36,42.31,3,2,64.55,2,HARDER
4,50.44,38.96,4,3,48.16,2,EASIER
6,68.93,119.09,1,0,68.82,4,SAME
4,72.45,57.29,3,2,70.43,2,SAME
5,60.71,120.06,4,2,55.76,3,EASIER
3,77.87,14.72,1,1,72.9,1,SAME
5,67.38,121.99,1,2,63.81,3,EASIER
5,59.15,147.26,3,2,53.86,3,EASIER
6,82.19,67.78,1,0,85.2,4,SAME
5,80.01,25.39,2,2,77.85,3,SAME
4,78.58,19.83,1,1,76.11,2,SAME
7,54.71,87.08,3,2,52.17,5,EASIER
5,56.34,157.19,2,3,51.75,3,EASIER
7,58.38,113.05,1,1,53.27,5,SAME
6,59.57,59.49,2,2,55.8,4,SAME
5,48.93,41.31,4,3,43.94,3,EASIER
7,57.08,54.47,3,2,56.4,5,SAME
3,99.29,36.89,1,0,94.53,1,SAME
7,37.6,106.52,4,3,31.79,5,EASIER
7,49.87,300.0,1,2,50.15,5,EASIER
5,71.08,79.15,1,1,68.53,3,SAME
6,49.15,126.25,2,3,47.24,4,EASIER
5,65.0,51.45,1,1,64.81,3,HARDER
4,100.0,22.76,1,0,100.0,2,HARDER
6,47.82,52.06,3,4,41.05,4,EASIER
4,69.99,19.97,4,2,62.63,2,EASIER
4,86.67,58.29,1,0,86.18,2,SAME
5,63.9,47.94,1,1,63.92,3,SAME
7,47.57,188.22,3,3,46.46,5,EASIER
4,73.05,40.51,3,2,67.43,2,SAME
5,76.73,50.17,1,1,74.25,3,SAME
3,78.21,14.86,2,2,74.07,1,SAME
3,68.68,28.59,4,2,70.64,1,EASIER
3,95.2,22.68,1,1,93.3,1,HARDER
3,79.54,37.35,1,0,80.43,1,SAME
7,57.81,75.84,4,3,53.91,5,EASIER
7,66.98,156.69,1,1,58.82,5,SAME
7,16.59,273.9,2,4,11.45,5,EASIER
3,80.28,28.22,2,2,76.86,1,SAME
3,100.0,35.46,2,2,93.83,1,SAME
4,80.0,49.72,2,1,84.94,2,SAME
5,54.79,148.41,2,3,54.75,3,EASIER
4,90.46,45.25,1,0,91.39,2,HARDER
5,37.78,82.02,3,3,33.74,3,EASIER
3,78.96,24.6,3,2,80.52,1,SAME
6,43.48,54.82,4,3,42.36,4,EASIER
4,84.47,21.54,1,0,83.58,2,SAME
3,66.85,43.93,2,2,64.27,1,SAME
6,51.27,48.54,3,3,48.73,4,EASIER
7,22.78,168.17,2,4,14.75,5,EASIER
3,82.79,30.08,1,0,90.43,1,SAME
5,68.66,91.35,2,2,68.17,3,SAME
7,61.25,84.6,3,2,56.92,5,SAME
6,97.11,54.36,1,0,100.0,4,EASIER
7,51.94,137.65,1,3,45.99,5,EASIER
5,82.56,50.19,1,1,84.21,3,SAME
4,80.3,21.31,1,0,78.88,2,SAME
6,48.29,224.7,2,3,42.43,4,EASIER
3,83.98,17.58,2,0,85.33,1,SAME
4,75.25,23.82,2,2,72.68,2,SAME
6,76.54,72.3,3,2,73.73,4,SAME
6,53.69,157.31,2,2,51.44,4,EASIER
3,70.42,9.53,2,2,70.26,1,SAME
5,61.38,103.5,3,2,62.19,3,SAME
4,65.19,24.76,2,3,70.66,2,EASIER
5,58.29,66.11,3,2,58.85,3,SAME
7,67.66,77.48,2,0,66.96,5,SAME
3,84.42,60.66,1,0,82.51,1,EASIER
7,47.09,119.87,4,5,42.33,5,EASIER
5,74.7,40.85,1,2,71.02,3,SAME
6,72.87,70.12,1,1,69.09,4,SAME
5,62.13,60.63,2,3,53.86,3,EASIER
4,92.66,41.31,1,1,90.57,2,HARDER
6,25.82,103.02,5,4,15.31,4,EASIER
6,47.19,81.94,3,4,43.15,4,EASIER
3,90.9,13.55,1,0,87.29,1,HARDER
6,72.07,68.7,2,2,71.68,4,SAME
6,55.89,112.41,3,3,55.48,4,EASIER
4,82.64,27.74,2,2,79.13,2,SAME
7,31.63,161.61,3,4,19.71,5,EASIER
6,66.41,83.36,1,1,70.43,4,SAME
4,65.62,34.3,4,3,61.26,2,EASIER
3,89.21,42.53,1,1,90.26,1,SAME
6,58.1,33.21,1,2,51.32,4,SAME
4,74.73,27.67,1,1,77.93,2,SAME
6,41.66,155.65,4,4,29.12,4,EASIER
5,71.37,143.5,2,1,65.36,3,EASIER
5,90.36,179.83,1,1,93.01,3,EASIER
3,77.96,25.57,1,1,73.1,1,SAME
6,40.79,104.05,5,5,36.0,4,EASIER
3,77.91,35.97,1,1,78.28,1,SAME
5,72.65,109.03,1,2,71.97,3,SAME
7,50.1,132.84,2,3,49.38,5,EASIER
7,61.61,185.54,1,2,55.42,5,SAME
7,10.58,143.89,5,5,8.43,5,EASIER
7,56.39,148.88,1,2,53.05,5,SAME
5,78.19,36.81,1,1,79.03,3,SAME
4,86.25,32.55,1,1,90.32,2,HARDER
7,66.61,84.23,1,2,64.03,5,SAME
7,57.74,58.59,2,3,60.97,5,EASIER
7,48.83,45.53,5,4,36.83,5,EASIER
6,84.63,65.79,1,1,88.74,4,SAME
3,87.7,22.23,1,1,84.89,1,HARDER
5,64.03,61.1,2,3,55.95,3,EASIER
5,56.74,76.37,4,3,60.82,3,EASIER
7,42.92,124.09,5,3,34.63,5,EASIER
4,63.46,33.68,4,3,56.05,2,EASIER
4,72.02,24.72,1,1,73.63,2,SAME
3,92.6,36.94,2,1,93.94,1,SAME
7,53.35,105.95,3,3,48.21,5,EASIER
6,89.35,65.44,1,1,84.15,4,HARDER
3,74.78,23.01,2,3,69.48,1,HARDER
5,65.61,40.36,3,3,60.19,3,EASIER
5,74.76,44.6,2,1,69.82,3,SAME
5,74.54,43.9,1,2,69.93,3,SAME
7,45.58,95.77,2,3,44.94,5,EASIER
3,92.42,33.47,1,1,92.94,1,HARDER
4,78.63,46.01,1,1,79.55,2,SAME
3,88.32,49.76,1,0,86.94,1,SAME
4,75.12,67.16,2,1,70.76,2,SAME
7,36.33,300.0,1,3,36.89,5,EASIER
7,55.03,151.9,1,2,50.0,5,SAME
3,84.95,31.83,1,0,81.3,1,SAME
6,70.74,63.64,1,2,68.77,4,SAME
4,87.78,56.03,1,1,86.23,2,SAME
3,86.53,18.67,2,0,84.5,1,HARDER
4,79.58,19.04,3,2,73.33,2,SAME
3,89.78,49.31,1,1,84.87,1,SAME
5,91.97,31.25,2,1,91.61,3,HARDER
7,64.87,142.26,1,1,60.76,5,SAME
5,62.33,37.51,1,1,65.04,3,SAME
6,39.51,147.32,4,4,36.34,4,EASIER
5,80.1,108.38,5,2,77.72,3,EASIER
3,74.73,31.64,1,1,73.53,1,SAME
3,86.78,43.53,2,1,89.87,1,SAME
4,100.0,38.13,1,0,100.0,2,HARDER
4,50.87,108.6,3,2,52.13,2,EASIER
7,61.97,168.2,3,3,60.79,5,EASIER
7,66.45,68.56,3,2,62.65,5,SAME
7,38.74,116.33,4,4,38.84,5,EASIER
6,35.47,75.75,3,4,29.85,4,EASIER
5,55.91,51.24,5,3,51.63,3,EASIER
6,62.25,34.64,2,2,58.14,4,SAME
5,46.2,70.24,5,4,38.21,3,EASIER
6,56.62,39.89,4,3,52.58,4,EASIER
6,63.37,22.05,2,2,58.21,4,SAME
6,45.8,68.57,2,3,39.82,4,EASIER
