current_difficulty,accuracy,response_time,total_attempts,mistakes,score,previous_score,difficulty_change
3,93.9,16.38,13,1,85.2,95.77,HARDER
3,72.29,40.51,15,5,77.58,90.66,SAME
1,69.33,45.65,16,4,68.31,59.57,SAME
1,92.34,57.62,14,2,88.69,73.35,EASIER
1,69.55,16.81,11,3,74.61,72.24,SAME
2,71.73,28.6,15,4,77.19,40.79,SAME
3,59.33,36.43,12,5,51.06,46.77,SAME
2,91.14,14.14,16,0,94.54,82.59,HARDER
1,100.0,41.03,15,3,96.43,100.0,HARDER
1,80.79,32.36,10,0,86.33,85.07,HARDER
2,74.09,42.44,13,2,73.55,66.75,SAME
1,100.0,22.85,11,0,100.0,98.58,HARDER
1,75.63,23.05,16,5,71.56,83.91,SAME
3,57.44,53.93,12,5,56.85,58.58,EASIER
2,54.9,20.02,12,3,54.83,68.57,SAME
1,55.99,18.63,15,7,58.28,61.78,SAME
1,83.01,64.76,17,2,84.29,80.68,EASIER
3,68.85,30.02,12,3,69.91,55.01,SAME
1,56.71,17.35,12,5,52.04,61.25,SAME
3,56.81,66.26,10,4,50.83,47.52,EASIER
1,61.64,28.24,16,6,65.62,72.39,SAME
2,98.27,30.2,17,0,99.19,89.14,HARDER
1,96.09,51.06,16,1,97.33,100.0,HARDER
3,95.51,36.21,15,0,100.0,95.83,HARDER
1,68.93,51.1,10,5,76.96,79.39,SAME
1,35.37,10.66,16,11,29.83,24.35,EASIER
1,72.28,21.66,17,4,73.35,51.89,SAME
3,49.14,23.11,17,9,48.07,58.02,EASIER
3,60.47,60.13,11,7,55.83,71.87,EASIER
1,75.01,27.72,17,5,76.23,53.24,SAME
3,71.47,13.09,13,2,77.01,83.28,HARDER
3,42.41,37.28,13,6,47.74,65.01,EASIER
3,71.06,32.23,15,5,68.22,69.05,SAME
2,99.18,13.27,16,1,92.15,100.0,HARDER
1,61.74,47.25,14,4,57.52,53.68,EASIER
1,97.09,36.81,10,0,100.0,84.79,HARDER
1,90.26,42.09,15,0,92.35,82.85,HARDER
3,100.0,29.04,17,0,100.0,100.0,HARDER
3,51.01,25.63,12,4,43.18,58.57,SAME
2,50.65,35.71,14,7,49.93,45.0,EASIER
1,81.47,34.56,16,5,79.31,68.4,SAME
2,84.13,43.7,11,0,93.59,94.33,HARDER
1,88.84,22.82,15,2,88.45,100.0,HARDER
1,93.6,47.3,10,0,94.22,75.1,HARDER
2,81.83,26.82,17,6,78.39,72.13,SAME
3,90.05,21.51,11,3,86.18,60.84,HARDER
1,66.52,11.85,15,5,67.28,69.42,SAME
3,64.24,32.37,12,7,66.13,64.63,SAME
1,46.28,21.75,15,7,44.2,60.99,EASIER
2,67.04,54.36,17,5,64.15,56.94,EASIER
1,87.53,79.65,15,0,81.12,100.0,SAME
3,65.94,15.89,10,3,71.02,55.06,SAME
2,92.91,62.22,15,0,88.16,85.18,HARDER
2,55.85,21.95,17,8,69.93,68.36,SAME
1,82.08,36.9,17,3,80.71,79.34,SAME
3,77.43,17.27,12,3,81.48,75.53,HARDER
3,61.18,42.3,16,7,55.96,61.66,SAME
1,80.66,31.93,16,2,70.62,64.8,SAME
3,69.5,63.85,14,1,61.94,48.45,EASIER
2,71.29,42.24,17,4,64.66,85.16,SAME
2,74.07,17.09,10,3,77.04,68.2,HARDER
1,48.0,21.13,13,6,46.13,24.51,EASIER
2,65.57,36.83,15,5,62.19,45.77,SAME
1,55.48,77.77,16,7,54.44,43.06,EASIER
2,57.54,33.17,15,7,59.07,42.64,EASIER
2,61.77,63.21,16,6,61.43,65.79,EASIER
3,68.51,32.1,16,2,69.79,77.04,HARDER
3,72.65,49.32,17,4,63.31,75.23,SAME
3,94.43,19.56,14,0,99.39,96.13,HARDER
3,63.3,31.16,13,3,55.1,73.77,SAME
2,75.18,30.73,13,1,74.42,97.04,HARDER
1,83.28,27.73,14,2,82.25,76.45,HARDER
1,72.34,54.77,14,2,73.73,66.09,SAME
1,66.38,35.27,16,6,65.72,38.65,EASIER
1,68.35,52.26,12,6,59.81,99.38,SAME
3,69.49,41.75,14,5,70.08,67.08,SAME
3,44.27,38.49,14,8,44.82,35.43,EASIER
1,83.89,8.3,16,2,89.35,77.74,HARDER
1,100.0,37.97,12,1,98.4,98.77,HARDER
2,94.66,45.05,16,1,93.12,85.35,HARDER
1,69.63,20.53,15,5,66.58,74.14,SAME
1,100.0,25.66,17,0,89.5,80.5,HARDER
1,94.77,20.77,12,1,80.25,89.12,HARDER
2,94.03,32.81,15,1,96.9,82.22,HARDER
2,69.68,22.4,12,4,73.48,69.1,SAME
2,80.24,12.22,15,2,78.47,73.12,HARDER
1,70.6,31.08,11,3,63.99,32.14,SAME
3,89.02,18.2,16,1,94.23,90.48,HARDER
3,74.96,21.69,16,2,67.54,64.42,HARDER
3,96.72,15.09,17,0,100.0,100.0,EASIER
1,91.84,34.24,12,0,84.67,53.1,HARDER
2,50.99,20.82,10,5,52.91,46.77,SAME
1,93.11,32.16,10,0,89.61,100.0,HARDER
3,55.23,27.8,12,4,46.29,60.27,SAME
1,94.74,48.86,17,2,83.39,69.53,SAME
2,100.0,32.06,14,2,100.0,90.19,HARDER
2,75.49,19.65,17,3,73.24,75.54,HARDER
2,67.66,13.15,15,4,69.25,78.99,SAME
1,85.47,47.8,14,2,81.57,94.79,SAME
1,74.96,49.57,17,2,75.63,90.55,SAME
1,86.63,10.32,12,4,85.96,98.7,HARDER
2,50.18,48.58,14,6,47.09,55.73,EASIER
3,72.31,22.66,10,3,71.12,52.5,SAME
3,100.0,49.34,15,1,100.0,100.0,HARDER
1,94.29,28.36,12,1,93.47,91.71,HARDER
2,79.84,33.48,11,3,79.56,58.72,SAME
1,93.74,29.09,11,0,98.93,100.0,HARDER
2,68.89,28.07,14,4,64.67,66.21,SAME
3,66.31,13.46,14,2,68.26,77.39,HARDER
2,61.78,12.09,16,5,67.67,76.62,SAME
3,38.57,16.91,13,8,36.59,17.89,EASIER
1,76.3,18.57,17,5,77.74,60.39,SAME
1,51.0,51.22,16,10,54.37,59.16,EASIER
1,55.26,49.09,10,3,57.59,85.6,SAME
2,97.38,39.97,17,0,95.0,93.96,HARDER
1,86.81,40.93,17,2,78.83,85.14,SAME
3,64.6,35.84,15,4,65.46,79.24,SAME
3,90.87,29.81,14,1,90.64,75.18,HARDER
2,56.21,34.56,16,6,55.13,59.19,EASIER
1,51.15,38.32,13,7,50.8,32.99,EASIER
1,94.04,27.69,10,0,93.14,79.24,HARDER
2,77.9,51.88,13,4,71.59,100.0,SAME
2,82.47,46.47,16,2,81.34,65.02,SAME
1,74.74,27.24,10,3,71.55,74.8,SAME
1,69.54,18.79,16,7,70.22,58.57,SAME
2,86.47,16.43,13,1,85.28,88.77,HARDER
1,87.97,57.61,10,0,87.14,89.98,HARDER
2,72.25,21.41,10,4,72.32,63.37,SAME
3,69.61,21.41,11,3,62.31,35.14,SAME
2,82.28,19.9,16,3,82.96,100.0,HARDER
2,74.79,21.22,10,3,74.79,99.56,HARDER
2,92.36,35.32,15,1,98.91,95.67,HARDER
2,91.87,18.35,17,1,92.23,88.73,HARDER
2,56.5,24.11,15,5,56.62,52.63,SAME
1,93.66,17.71,17,3,96.83,85.42,HARDER
1,68.47,39.2,17,5,74.77,64.77,SAME
3,61.81,14.97,14,4,62.01,54.92,SAME
2,76.25,70.59,17,7,73.28,99.51,SAME
2,67.97,27.9,14,2,71.41,63.63,SAME
2,78.29,38.93,12,2,73.58,77.27,SAME
3,60.56,23.26,11,3,58.94,57.73,SAME
1,100.0,44.23,11,0,100.0,100.0,HARDER
2,88.17,17.69,17,1,89.07,66.48,HARDER
3,82.16,47.4,16,1,79.75,78.51,HARDER
1,79.38,46.03,11,2,80.93,67.65,SAME
2,73.6,31.02,16,4,81.39,88.74,SAME
3,84.86,24.36,12,2,86.23,66.91,HARDER
3,62.78,15.05,12,5,63.34,78.44,EASIER
3,84.32,44.1,13,2,84.5,100.0,HARDER
2,82.32,19.46,12,1,84.57,73.28,HARDER
3,78.51,14.8,10,2,81.1,88.54,HARDER
2,100.0,26.39,17,2,100.0,91.22,HARDER
1,88.87,28.32,13,1,90.83,80.92,HARDER
2,96.32,23.0,13,0,93.87,100.0,HARDER
1,61.37,23.45,16,6,55.45,51.66,SAME
3,75.27,19.35,10,2,68.37,47.74,HARDER
2,50.73,22.97,11,6,56.78,56.27,SAME
2,73.18,11.7,10,3,85.13,90.87,HARDER
1,75.83,23.04,15,4,78.26,49.02,SAME
1,84.13,29.24,13,1,81.2,54.32,SAME
1,74.64,17.68,13,4,71.27,88.6,SAME
1,68.61,36.16,15,5,66.35,46.74,EASIER
1,69.62,14.71,11,3,69.31,72.93,SAME
2,91.62,18.7,13,0,91.35,94.57,HARDER
1,100.0,49.17,10,0,100.0,100.0,HARDER
1,59.98,15.63,16,6,61.22,75.89,SAME
2,47.76,11.9,11,8,44.95,52.14,EASIER
2,84.56,32.08,16,1,87.13,87.77,HARDER
1,100.0,28.9,13,2,94.77,82.33,HARDER
1,28.68,26.13,12,10,32.97,27.29,EASIER
1,41.36,13.08,16,10,34.65,41.14,EASIER
3,62.74,46.37,15,5,61.56,61.24,SAME
1,74.49,19.52,11,3,72.37,79.86,SAME
2,88.49,27.74,15,2,84.65,84.19,HARDER
3,89.29,41.26,14,1,80.85,64.05,HARDER
3,67.95,18.98,16,3,59.27,52.3,SAME
1,96.45,30.67,15,0,97.02,100.0,HARDER
1,82.58,47.08,12,0,75.81,59.06,SAME
2,86.72,9.05,10,1,88.95,81.44,HARDER
1,51.77,28.13,17,7,50.08,43.61,EASIER
2,73.13,71.74,14,0,75.08,75.09,SAME
1,49.93,53.45,10,4,59.89,68.55,EASIER
3,98.45,55.97,17,0,100.0,100.0,HARDER
2,71.48,48.34,10,2,68.84,52.69,SAME
2,93.65,28.89,17,1,90.01,47.57,HARDER
1,37.7,19.55,17,12,29.35,55.79,EASIER
1,72.76,33.92,11,1,71.65,72.69,SAME
2,37.21,40.8,15,11,33.93,51.01,EASIER
1,54.28,29.23,13,6,46.13,46.96,EASIER
1,71.9,16.27,15,3,73.42,90.28,HARDER
3,100.0,26.93,17,1,100.0,100.0,HARDER
1,89.17,31.8,17,2,88.83,85.29,HARDER
3,84.46,31.27,16,3,95.85,77.33,HARDER
1,98.19,30.2,13,0,100.0,100.0,HARDER
2,92.39,39.36,11,0,93.55,100.0,HARDER
1,70.37,14.51,15,4,70.39,81.53,SAME
2,65.62,43.22,10,5,55.25,54.92,SAME
3,88.12,35.14,14,2,88.58,93.05,SAME
2,100.0,45.8,10,0,98.11,86.88,HARDER
3,89.85,40.24,15,1,91.3,73.61,HARDER
3,71.05,39.47,15,2,66.56,79.3,HARDER
1,100.0,49.18,16,0,100.0,100.0,HARDER
3,67.37,21.55,15,4,64.64,66.53,SAME
1,100.0,29.72,15,0,100.0,98.27,HARDER
2,68.77,21.24,12,3,67.43,45.3,SAME
2,97.53,41.85,10,0,92.41,96.11,HARDER
2,57.08,40.1,17,7,55.51,60.23,EASIER
1,56.97,42.77,10,3,56.62,66.96,SAME
1,62.69,26.52,13,4,56.31,70.54,SAME
1,86.08,27.17,17,2,88.21,88.82,HARDER
3,100.0,24.56,12,0,100.0,99.47,HARDER
3,91.67,45.05,16,2,89.63,100.0,HARDER
1,77.22,28.37,15,3,73.6,73.6,SAME
2,76.03,36.84,14,3,67.26,69.05,SAME
1,59.93,12.58,14,4,50.54,48.31,SAME
1,82.92,13.65,15,1,77.28,81.92,HARDER
1,52.08,38.42,14,8,58.21,46.4,EASIER
2,82.96,18.54,15,3,84.1,72.29,HARDER
3,49.9,33.64,15,6,56.21,42.36,EASIER
1,55.62,24.18,12,6,53.94,41.24,EASIER
1,91.66,32.09,10,1,94.98,96.11,HARDER
2,44.58,27.71,13,8,44.89,56.29,EASIER
1,67.91,20.52,14,5,61.19,55.98,SAME
2,96.27,40.05,10,0,98.35,100.0,HARDER
2,92.24,18.65,10,0,91.86,80.53,HARDER
1,100.0,20.14,16,0,100.0,95.5,HARDER
3,84.18,34.49,11,2,77.44,72.81,HARDER
2,100.0,14.82,12,0,94.33,88.14,HARDER
2,61.7,52.71,16,5,59.41,56.28,EASIER
1,62.92,44.76,17,5,66.59,72.01,SAME
2,92.43,77.69,10,1,100.0,100.0,SAME
1,56.31,40.11,11,4,59.61,75.01,SAME
2,85.79,17.35,11,3,78.2,64.51,HARDER
1,68.07,12.94,10,2,72.23,60.41,SAME
2,61.72,15.62,11,3,60.43,76.66,SAME
2,61.34,19.31,10,5,63.17,63.7,SAME
2,68.81,17.98,14,4,72.08,73.48,HARDER
2,82.36,23.39,10,3,83.41,86.39,HARDER
1,74.83,37.16,10,0,68.77,73.65,SAME
1,61.96,29.23,10,3,60.46,74.14,SAME
3,62.96,36.49,11,3,63.45,35.78,SAME
1,97.49,36.26,15,0,100.0,95.88,HARDER
1,35.38,39.54,10,6,25.39,46.87,EASIER
1,80.74,22.23,16,2,79.28,68.93,HARDER
1,75.75,10.08,16,2,77.01,95.93,HARDER
1,77.82,24.84,17,2,77.48,83.95,HARDER
2,88.31,39.45,11,0,82.98,83.73,HARDER
1,69.02,47.99,13,3,63.87,47.69,SAME
3,81.79,25.57,13,0,69.1,71.99,HARDER
2,100.0,19.75,12,0,100.0,100.0,HARDER
3,88.19,12.8,14,2,82.48,66.1,HARDER
1,100.0,23.91,17,1,97.96,77.95,HARDER
3,69.89,44.54,10,2,70.23,58.3,SAME
1,73.89,52.16,12,4,73.44,70.77,SAME
3,86.81,21.2,16,0,90.99,97.29,HARDER
3,62.81,52.65,13,5,64.61,25.54,EASIER
1,65.54,21.92,12,2,69.44,86.75,SAME
1,80.38,33.65,12,2,73.35,66.72,SAME
2,77.0,46.54,15,5,77.81,100.0,SAME
1,63.89,29.01,13,4,71.82,86.18,SAME
2,64.51,31.18,10,2,61.17,72.49,SAME
1,92.99,28.91,15,3,95.24,96.48,HARDER
1,75.66,31.87,16,4,84.36,73.7,SAME
3,58.11,27.33,11,3,58.84,76.96,SAME
2,34.58,37.77,10,7,35.1,66.01,EASIER
1,69.29,12.11,14,3,56.63,53.22,SAME
2,72.45,39.97,10,3,69.71,79.7,SAME
1,100.0,19.14,17,0,88.73,78.7,HARDER
1,60.94,30.26,14,3,64.69,51.94,SAME
3,60.78,61.99,16,5,59.01,40.52,EASIER
2,92.14,52.04,11,0,90.07,99.72,HARDER
2,79.14,23.79,17,4,78.96,90.52,HARDER
2,75.88,32.97,15,3,65.28,83.79,SAME
1,65.96,13.88,14,5,60.97,60.92,SAME
1,65.4,19.3,13,2,64.53,64.91,SAME
2,41.76,25.46,12,5,46.5,49.87,EASIER
1,84.03,50.57,11,2,77.61,90.84,SAME
1,64.35,19.34,16,5,69.2,75.49,SAME
1,78.97,44.95,13,2,75.68,80.81,SAME
2,82.37,56.0,11,1,82.21,68.16,SAME
1,53.69,73.58,16,6,57.05,74.73,EASIER
2,77.35,24.19,16,2,80.89,100.0,HARDER
1,56.86,42.74,12,4,62.59,49.07,EASIER
2,22.89,29.73,17,11,21.41,19.81,EASIER
1,45.85,25.16,11,6,46.37,51.09,EASIER
1,67.73,20.96,13,2,74.4,100.0,HARDER
2,75.83,16.57,16,3,74.19,82.19,HARDER
2,91.28,19.95,16,1,85.68,77.03,HARDER
1,61.72,27.28,10,5,63.68,71.1,SAME
1,82.96,30.62,14,1,79.24,77.66,EASIER
3,86.03,39.41,13,1,97.79,89.51,HARDER
2,98.04,26.64,17,0,96.51,100.0,HARDER
2,84.73,16.95,13,2,86.98,83.05,HARDER
2,67.19,65.12,12,5,64.45,38.75,EASIER
1,58.76,29.06,17,6,51.92,35.32,EASIER
2,73.99,25.26,11,1,83.44,77.28,HARDER
3,77.61,53.93,10,2,68.77,74.27,SAME
3,68.09,32.86,10,3,65.29,78.71,SAME
1,78.57,15.76,14,4,83.4,73.25,SAME
2,61.39,44.32,13,5,59.8,69.19,SAME
2,73.56,70.18,15,3,76.51,87.93,SAME
1,78.0,20.2,17,1,79.36,92.1,HARDER
3,52.06,61.59,16,6,46.91,43.78,EASIER
2,94.74,41.0,12,0,94.2,100.0,HARDER
3,70.35,34.26,17,4,74.63,55.53,SAME
1,62.2,37.17,10,2,63.84,68.22,SAME
1,87.11,19.6,16,2,84.97,69.27,HARDER
2,75.36,73.79,15,3,76.7,59.98,SAME
3,96.54,22.93,17,0,100.0,100.0,HARDER
3,54.84,48.54,10,5,63.7,37.93,EASIER
2,53.35,15.58,16,9,54.59,21.43,EASIER
2,67.52,42.07,10,3,65.17,74.36,SAME
2,57.39,11.03,10,3,59.08,68.77,SAME
1,98.11,26.49,10,0,99.2,87.95,HARDER
2,58.31,16.27,12,6,60.66,69.91,SAME
3,77.17,28.76,11,3,69.67,47.49,SAME
1,100.0,10.82,10,0,100.0,100.0,HARDER
3,55.6,47.56,14,3,57.16,88.54,HARDER
1,74.36,25.14,14,3,82.72,69.2,SAME
3,97.64,36.01,17,0,100.0,91.98,HARDER
2,61.1,49.47,14,5,63.63,93.49,SAME
1,77.94,18.6,11,1,82.09,84.47,HARDER
1,92.84,38.68,11,0,98.75,100.0,HARDER
1,76.85,10.59,12,3,81.28,92.25,HARDER
1,66.4,49.32,15,4,72.6,72.62,SAME
3,55.22,13.85,10,5,53.32,46.8,SAME
3,100.0,14.77,13,0,100.0,100.0,HARDER
2,66.98,75.6,16,6,61.2,37.96,EASIER
3,79.45,31.08,16,2,79.46,100.0,HARDER
3,73.04,25.3,13,5,77.4,66.56,SAME
3,45.11,84.65,10,5,40.12,64.47,EASIER
2,31.87,27.17,17,11,40.6,48.08,EASIER
1,88.57,45.77,11,0,85.2,100.0,HARDER
3,82.84,38.56,16,1,79.69,65.56,HARDER
1,65.14,25.96,17,4,61.98,66.08,SAME
1,56.32,58.34,10,5,55.65,54.52,EASIER
1,100.0,28.54,14,0,100.0,84.14,HARDER
3,72.59,24.81,14,4,68.13,46.73,SAME
2,76.25,43.39,13,4,77.88,69.26,SAME
3,88.38,37.43,14,0,88.41,100.0,HARDER
3,50.82,51.11,14,6,50.86,55.82,EASIER
2,56.61,19.89,17,7,60.22,54.75,SAME
3,100.0,20.6,15,1,100.0,100.0,HARDER
1,78.75,46.38,10,1,87.44,71.36,SAME
3,98.44,41.83,15,1,100.0,100.0,HARDER
1,68.63,29.8,10,3,66.97,62.31,SAME
3,47.14,33.79,11,5,41.07,35.84,EASIER
2,100.0,22.52,12,1,100.0,100.0,HARDER
2,79.1,32.53,14,2,80.48,75.53,HARDER
1,64.27,29.04,14,6,57.95,65.16,SAME
2,59.29,43.43,15,5,59.8,66.74,SAME
1,77.61,21.06,12,3,83.97,62.34,SAME
1,89.88,30.44,14,3,87.71,99.3,HARDER
1,87.65,54.89,15,1,92.42,85.16,SAME
1,74.17,29.78,12,3,74.18,91.92,SAME
1,86.82,32.19,10,0,83.74,72.98,HARDER
2,68.8,24.62,12,4,66.4,44.29,SAME
2,36.4,22.58,12,7,40.76,21.99,EASIER
2,47.41,50.02,12,6,46.11,26.6,EASIER
2,78.53,27.0,15,5,73.84,59.87,SAME
2,100.0,21.63,11,0,100.0,100.0,HARDER
3,80.77,20.56,16,2,85.56,44.87,HARDER
1,72.31,26.23,11,2,62.91,84.51,SAME
1,80.2,29.44,10,2,85.07,100.0,HARDER
2,85.49,79.29,13,0,84.19,100.0,SAME
1,74.5,40.74,15,3,68.52,64.53,SAME
3,99.66,28.85,16,2,90.99,67.09,HARDER
3,72.61,61.98,10,2,79.03,94.69,SAME
2,74.62,42.84,16,2,85.51,79.33,SAME
2,54.4,18.02,12,4,56.89,64.95,SAME
1,86.56,23.22,16,1,96.35,100.0,HARDER
1,52.91,53.87,12,5,49.71,80.23,EASIER
1,81.45,21.17,13,1,84.67,86.98,HARDER
1,55.84,13.55,10,5,60.94,52.03,SAME
1,63.91,57.58,16,5,61.42,73.94,EASIER
1,85.24,33.68,12,0,83.49,70.43,HARDER
3,62.76,34.44,11,3,61.72,48.67,SAME
3,79.91,22.51,11,1,85.97,67.37,HARDER
3,85.94,85.4,11,0,81.55,91.55,SAME
1,54.22,82.88,12,6,52.5,54.58,EASIER
1,47.15,16.84,14,8,43.49,56.66,EASIER
2,73.87,22.38,11,1,73.3,71.15,HARDER
2,72.03,24.7,15,5,74.51,58.01,SAME
3,71.78,18.99,16,4,70.06,61.07,SAME
2,39.65,60.91,14,7,33.54,19.34,EASIER
2,88.69,30.79,10,0,86.56,82.68,HARDER
2,71.62,27.77,15,5,66.22,68.92,SAME
3,100.0,23.44,16,1,100.0,81.0,HARDER
2,82.9,29.97,17,4,72.56,69.39,SAME
1,81.23,51.28,17,4,74.06,79.01,SAME
1,60.35,25.45,10,4,69.14,98.11,SAME
3,67.75,21.13,14,4,70.42,60.64,SAME
2,68.45,37.46,11,3,66.72,56.47,SAME
1,88.78,17.89,13,0,91.33,79.11,HARDER
3,100.0,22.61,16,0,99.39,100.0,HARDER
2,54.77,38.65,12,6,47.79,33.17,EASIER
1,60.93,24.61,14,4,54.73,36.64,SAME
1,55.23,22.71,10,5,51.62,77.5,SAME
2,88.54,27.16,11,0,85.72,80.16,HARDER
1,69.12,25.71,17,4,75.99,80.75,SAME
2,63.06,23.97,16,5,66.52,36.11,SAME
1,87.66,92.34,16,2,77.88,67.01,EASIER
1,69.1,51.13,11,1,60.38,46.56,SAME
1,89.37,32.47,13,2,92.26,78.75,HARDER
3,86.85,25.28,14,0,80.73,100.0,HARDER
2,61.29,26.14,16,4,63.54,45.8,SAME
1,82.22,43.83,12,2,81.23,98.74,EASIER
3,37.93,13.8,13,8,40.23,63.34,EASIER
1,97.6,71.24,15,0,94.95,87.57,SAME
2,20.0,51.37,11,9,21.84,11.3,EASIER
1,71.44,38.54,14,1,70.9,87.58,SAME
2,69.55,54.98,11,1,65.87,58.49,SAME
2,57.23,39.62,11,5,62.44,69.39,SAME
3,50.13,33.14,15,8,48.63,81.23,SAME
3,33.46,57.82,13,9,40.62,36.72,EASIER
1,71.12,17.66,15,5,82.57,54.83,SAME
2,69.97,24.43,14,3,72.43,57.5,SAME
1,83.05,29.89,17,2,73.84,45.89,SAME
3,93.32,15.69,16,0,98.77,100.0,HARDER
1,32.19,32.72,10,7,36.01,22.23,EASIER
1,66.0,82.7,11,3,62.47,57.19,EASIER
1,70.03,25.75,12,0,69.56,61.06,SAME
2,56.09,31.46,14,5,51.19,78.17,SAME
2,94.91,32.84,15,0,90.2,94.29,HARDER
3,89.29,33.15,11,1,91.62,89.82,HARDER
3,70.01,37.31,16,5,70.69,66.15,SAME
3,63.64,33.74,15,6,64.84,54.86,SAME
3,91.85,42.56,16,1,92.19,77.64,HARDER
1,52.79,78.23,17,9,56.66,59.35,EASIER
1,98.62,45.72,11,0,85.66,73.69,HARDER
2,51.32,39.45,16,9,49.26,49.74,EASIER
3,94.31,57.06,16,0,90.27,100.0,HARDER
1,41.91,44.05,13,9,47.08,55.96,EASIER
1,100.0,30.87,15,0,99.06,69.47,HARDER
1,90.61,20.15,10,3,94.66,99.64,HARDER
2,44.21,25.14,17,7,43.12,33.55,EASIER
1,59.22,51.2,10,2,58.76,56.13,SAME
3,71.45,15.23,16,5,69.02,71.73,SAME
1,100.0,40.03,14,1,100.0,100.0,HARDER
1,100.0,34.06,11,1,99.9,100.0,HARDER
2,76.3,29.68,11,1,75.23,90.12,HARDER
3,70.51,25.42,17,7,71.39,74.9,SAME
3,75.71,23.16,11,4,80.6,63.61,SAME
1,73.41,24.46,15,4,80.1,80.21,SAME
1,87.04,17.17,13,0,88.35,62.79,HARDER
2,79.66,24.12,13,4,83.09,83.08,HARDER
2,85.3,46.13,11,1,75.47,53.26,HARDER
2,100.0,37.6,16,0,100.0,100.0,HARDER
1,89.44,36.61,13,0,93.58,90.48,HARDER
3,70.37,45.62,11,1,74.37,73.15,SAME
2,72.83,17.11,12,4,69.84,67.3,SAME
2,37.44,23.29,15,8,33.66,34.15,EASIER
2,43.94,32.12,11,5,53.06,53.83,EASIER
2,95.81,48.17,13,1,94.3,84.29,HARDER
1,100.0,20.62,17,0,100.0,100.0,HARDER
1,24.97,18.85,12,9,20.89,0.0,EASIER
1,100.0,47.28,13,4,99.41,100.0,HARDER
2,61.22,39.76,10,3,63.93,47.76,SAME
1,63.47,33.97,10,6,66.15,43.78,EASIER
1,79.82,14.07,16,2,75.37,43.72,SAME
1,99.11,22.03,11,1,96.24,100.0,HARDER
2,69.02,29.56,11,2,70.17,80.89,HARDER
1,80.46,24.0,17,5,80.47,73.94,SAME
1,74.2,61.51,15,4,74.16,87.34,SAME
3,83.65,24.73,12,0,84.17,78.13,HARDER
1,60.95,48.97,17,5,59.74,74.89,EASIER
1,51.03,20.69,13,4,54.38,71.25,SAME
1,85.95,40.02,10,2,87.11,94.59,SAME
1,68.84,33.54,17,5,66.44,65.99,SAME
2,69.77,25.26,12,2,70.94,47.41,SAME
3,70.05,38.51,14,5,77.85,48.58,SAME
1,70.02,22.17,16,5,67.88,69.31,SAME
1,90.27,28.56,13,0,88.85,81.37,HARDER
3,69.97,29.95,10,2,69.99,70.63,HARDER
1,87.49,37.69,15,0,94.23,100.0,HARDER
3,90.71,41.71,15,1,91.87,92.95,HARDER
1,80.95,31.67,10,2,79.29,84.06,HARDER
2,73.99,33.62,13,2,75.55,68.81,SAME
1,68.25,18.9,13,5,56.82,45.08,SAME
3,88.79,24.9,15,0,90.99,73.53,HARDER
3,68.56,15.75,11,3,66.31,76.42,HARDER
2,75.54,26.71,14,3,82.53,77.92,HARDER
2,51.76,15.04,14,8,59.79,28.58,EASIER
2,50.3,51.02,12,6,53.96,87.23,EASIER
2,59.16,37.58,14,6,51.6,59.63,SAME
1,41.25,27.23,13,8,31.18,43.61,EASIER
2,55.41,10.24,10,5,68.96,68.01,SAME
1,71.04,28.33,12,5,79.36,94.64,SAME
1,54.31,19.65,12,5,59.79,29.6,EASIER
3,41.34,19.86,11,6,33.54,33.8,EASIER
2,67.5,45.77,10,4,65.32,52.7,SAME
1,66.4,29.4,11,0,69.9,59.73,SAME
3,68.96,19.67,17,3,65.38,54.97,SAME
3,82.4,38.03,13,1,85.2,76.91,HARDER
1,89.44,24.68,14,2,92.38,52.61,SAME
2,87.36,41.87,16,2,89.2,100.0,HARDER
2,86.86,42.08,15,3,80.92,100.0,HARDER
2,77.23,70.44,10,3,76.72,77.99,SAME
2,99.43,23.69,17,0,100.0,94.62,HARDER
2,75.77,40.87,16,5,85.88,100.0,SAME
1,54.2,16.31,16,5,53.03,65.98,SAME
2,100.0,42.21,13,0,91.81,100.0,HARDER
2,96.1,28.41,17,2,100.0,94.33,HARDER
1,75.25,38.66,17,2,84.52,73.52,SAME
3,75.25,37.3,13,1,68.82,68.59,HARDER
3,100.0,48.75,14,0,100.0,97.07,HARDER
2,84.16,33.96,17,0,79.49,64.54,HARDER
3,59.63,22.46,11,5,60.33,53.48,SAME
2,67.37,33.26,14,4,69.56,75.57,SAME
2,76.51,33.06,10,3,75.37,37.19,SAME
2,80.85,27.52,15,3,80.11,70.26,SAME
2,90.71,89.39,17,1,97.17,100.0,SAME
1,79.45,21.17,12,3,75.57,96.09,HARDER
1,70.86,19.08,11,4,76.22,75.18,SAME
2,100.0,16.06,10,0,98.29,100.0,HARDER
3,86.18,23.17,11,0,83.61,76.76,HARDER
2,81.1,47.51,17,4,84.75,94.9,SAME
3,55.83,21.98,17,10,57.22,79.21,SAME
1,60.71,24.81,15,5,60.87,75.55,SAME
3,97.0,61.82,17,0,94.63,100.0,HARDER
2,88.04,33.45,17,2,84.67,96.87,HARDER
1,84.84,22.3,11,0,87.41,67.99,HARDER
2,60.27,44.23,14,3,67.75,67.2,SAME
1,86.7,15.99,17,0,96.42,85.02,HARDER
3,86.95,47.86,12,2,81.32,82.72,HARDER
