puzzle_pieces,accuracy,response_time,attempts,mistakes,previous_score,current_level,difficulty_change
9,75.38,23.14,14,3,67.23,3,EASIER
9,89.15,13.01,10,1,97.69,3,HARDER
16,79.17,22.83,23,4,68.32,5,SAME
9,74.08,17.94,12,3,79.65,3,SAME
9,68.82,16.61,15,4,77.28,3,SAME
12,70.74,31.04,18,5,66.48,4,EASIER
12,78.68,16.58,18,3,48.25,4,SAME
6,98.72,11.77,6,0,100.0,2,HARDER
4,80.58,20.83,5,1,88.96,1,HARDER
16,64.14,51.32,31,9,24.86,5,EASIER
12,67.67,24.57,21,6,48.75,4,EASIER
9,75.96,45.54,14,3,68.72,3,SAME
12,78.63,31.35,19,3,81.38,4,HARDER
12,70.56,47.04,24,5,59.79,4,EASIER
12,80.71,24.23,16,3,84.5,4,HARDER
16,84.14,40.37,25,3,51.13,5,HARDER
16,83.95,39.91,24,3,71.85,5,EASIER
6,99.69,9.87,7,0,98.67,2,HARDER
12,93.83,19.15,13,1,100.0,4,HARDER
9,73.9,29.61,14,3,65.87,3,EASIER
16,76.17,42.29,24,5,69.32,5,EASIER
12,86.03,20.15,15,2,99.35,4,HARDER
9,89.17,19.4,12,1,84.31,3,HARDER
6,75.09,15.38,10,2,81.22,2,HARDER
9,82.46,20.13,12,2,75.63,3,SAME
4,78.94,15.4,7,1,88.64,1,HARDER
12,81.08,22.59,18,3,82.78,4,SAME
12,71.24,47.09,21,5,58.84,4,EASIER
4,100.0,7.45,4,0,94.0,1,HARDER
6,99.79,13.56,6,0,100.0,2,HARDER
16,76.42,36.77,25,5,61.69,5,SAME
12,80.46,24.38,18,3,64.6,4,SAME
16,65.07,18.17,27,8,35.58,5,EASIER
9,90.51,15.16,14,1,79.48,3,HARDER
6,100.0,15.03,6,0,97.54,2,HARDER
9,99.58,17.59,10,0,100.0,3,HARDER
16,80.05,31.91,23,4,61.58,5,SAME
9,81.69,12.38,12,2,73.9,3,HARDER
9,64.76,40.35,23,5,49.44,3,EASIER
6,86.83,13.87,8,1,75.25,2,HARDER
12,75.27,24.17,19,4,75.98,4,SAME
6,73.54,24.62,11,2,73.58,2,SAME
12,91.63,35.99,16,1,86.41,4,HARDER
12,99.88,28.16,14,0,100.0,4,HARDER
12,77.5,24.37,17,3,78.15,4,SAME
9,68.69,25.96,16,4,66.12,3,EASIER
16,76.71,73.03,25,5,44.31,5,EASIER
6,100.0,11.37,6,0,90.42,2,HARDER
6,73.93,19.49,10,2,89.05,2,SAME
6,74.73,19.93,9,2,79.12,2,SAME
9,69.51,40.97,15,4,70.77,3,EASIER
9,99.76,16.17,9,0,100.0,3,HARDER
16,82.36,28.12,24,4,66.64,5,SAME
9,90.15,17.36,13,1,84.61,3,HARDER
4,79.11,16.8,6,1,88.0,1,HARDER
4,79.68,11.38,5,1,100.0,1,HARDER
6,73.1,19.72,9,2,76.91,2,EASIER
9,89.5,22.44,11,1,93.97,3,HARDER
9,99.86,12.21,10,0,96.28,3,HARDER
4,99.89,9.41,4,0,100.0,1,HARDER
16,79.38,50.16,24,4,53.44,5,EASIER
9,63.81,27.56,17,5,60.19,3,EASIER
16,66.27,24.02,32,8,15.9,5,EASIER
4,99.5,12.91,4,0,100.0,1,HARDER
12,65.68,45.07,21,6,47.63,4,EASIER
16,74.75,27.27,26,5,43.32,5,EASIER
6,100.0,11.02,6,0,100.0,2,HARDER
4,79.96,20.04,10,1,90.49,1,HARDER
16,61.45,40.24,33,10,5.2,5,EASIER
16,78.29,31.9,25,4,65.24,5,SAME
9,90.41,10.74,10,1,96.27,3,HARDER
12,79.56,19.38,16,3,74.44,4,HARDER
12,75.51,28.21,21,4,72.03,4,SAME
16,78.31,44.52,23,4,71.18,5,SAME
16,69.24,22.6,30,7,42.5,5,EASIER
12,67.26,46.93,22,6,45.78,4,EASIER
9,75.17,17.99,16,3,67.09,3,SAME
16,73.03,35.84,25,6,51.39,5,EASIER
16,76.97,27.29,26,5,66.97,5,SAME
9,73.67,12.66,16,3,72.16,3,HARDER
16,76.57,32.43,21,5,60.93,5,EASIER
16,76.32,20.33,23,5,65.11,5,SAME
16,87.83,26.18,21,2,87.63,5,HARDER
4,79.57,11.93,6,1,100.0,1,HARDER
12,80.28,19.92,19,3,59.09,4,SAME
4,99.34,7.94,4,0,86.41,1,HARDER
9,81.93,20.31,11,2,82.14,3,HARDER
16,77.57,23.43,24,5,62.92,5,SAME
6,65.29,27.21,11,3,71.84,2,EASIER
16,79.78,31.89,21,4,77.12,5,SAME
9,81.72,21.97,12,2,81.88,3,HARDER
12,75.29,36.06,17,4,64.72,4,SAME
4,80.31,10.78,5,1,91.87,1,HARDER
12,76.07,31.57,19,4,79.64,4,SAME
12,85.57,31.52,14,2,77.5,4,HARDER
4,100.0,11.19,4,0,100.0,1,HARDER
12,85.72,28.25,17,2,76.71,4,HARDER
9,64.74,21.76,16,5,47.69,3,EASIER
4,81.08,12.13,6,1,99.11,1,HARDER
6,75.01,24.06,11,2,67.61,2,SAME
4,81.01,21.78,7,1,83.68,1,HARDER
9,100.0,16.35,9,0,95.68,3,HARDER
12,85.22,26.5,16,2,74.92,4,HARDER
6,99.82,11.3,6,0,98.82,2,HARDER
12,60.61,27.2,28,8,30.25,4,EASIER
9,90.76,21.25,10,1,98.19,3,HARDER
4,81.45,12.47,5,1,86.35,1,HARDER
16,65.07,34.73,33,8,16.47,5,EASIER
12,62.55,44.95,26,8,14.34,4,EASIER
16,74.72,36.1,24,5,60.75,5,EASIER
4,55.67,15.93,10,3,67.86,1,EASIER
16,66.7,53.35,32,7,38.65,5,EASIER
4,100.0,10.77,4,0,100.0,1,HARDER
6,86.33,17.74,7,1,90.36,2,HARDER
16,87.12,25.53,23,2,78.49,5,SAME
6,85.96,17.39,7,1,89.55,2,HARDER
16,77.97,33.33,26,4,64.43,5,HARDER
16,83.73,21.06,19,3,87.29,5,HARDER
9,100.0,9.57,11,0,100.0,3,HARDER
16,68.95,45.73,28,7,50.01,5,EASIER
9,90.5,16.84,15,1,78.88,3,HARDER
12,74.14,32.33,18,4,69.33,4,EASIER
6,84.7,14.73,7,1,99.45,2,HARDER
4,99.55,10.0,4,0,90.81,1,HARDER
4,99.4,10.67,4,0,85.26,1,HARDER
6,84.9,18.88,7,1,86.65,2,HARDER
9,65.03,21.26,19,5,41.85,3,EASIER
9,88.61,12.32,11,1,100.0,3,HARDER
6,97.72,15.59,6,0,100.0,2,HARDER
16,71.74,46.32,26,7,52.21,5,EASIER
12,84.52,12.13,15,2,87.89,4,HARDER
4,100.0,10.11,4,0,91.44,1,HARDER
6,66.3,10.72,11,3,81.47,2,SAME
12,92.06,21.93,15,1,100.0,4,HARDER
9,90.78,22.45,11,1,87.7,3,HARDER
9,82.09,31.82,12,2,84.34,3,SAME
6,86.2,17.1,8,1,97.39,2,HARDER
9,74.15,29.81,12,3,72.45,3,EASIER
16,80.25,21.92,23,4,68.78,5,SAME
6,86.42,9.67,7,1,90.17,2,HARDER
6,85.38,19.51,9,1,92.86,2,HARDER
6,84.86,14.64,7,1,92.99,2,HARDER
9,75.06,27.3,13,3,79.07,3,SAME
9,82.24,18.81,14,2,81.33,3,HARDER
4,100.0,15.21,4,0,100.0,1,HARDER
12,86.41,14.89,16,2,87.98,4,HARDER
6,100.0,10.55,6,0,97.54,2,HARDER
12,75.0,28.84,18,4,66.35,4,SAME
6,67.27,15.6,10,3,78.76,2,SAME
6,100.0,14.25,6,0,100.0,2,HARDER
6,99.03,15.22,6,0,100.0,2,HARDER
6,74.08,16.7,8,2,75.22,2,HARDER
16,77.93,38.69,22,4,70.65,5,SAME
4,100.0,12.8,4,0,89.11,1,HARDER
12,84.26,18.35,16,2,88.28,4,HARDER
16,71.2,32.38,24,6,52.97,5,EASIER
9,80.13,24.72,12,2,82.55,3,HARDER
12,79.66,26.13,17,3,78.47,4,SAME
12,79.33,21.82,17,3,65.71,4,SAME
9,82.21,24.82,13,2,86.2,3,HARDER
9,64.16,25.17,15,5,68.24,3,EASIER
4,98.96,14.94,4,0,94.92,1,HARDER
16,73.31,52.76,26,6,57.18,5,EASIER
16,67.08,47.24,30,8,39.4,5,EASIER
9,68.44,18.93,16,4,63.53,3,EASIER
9,89.09,19.24,12,1,80.08,3,HARDER
9,70.1,23.41,15,4,68.72,3,SAME
4,79.31,13.45,6,1,94.15,1,HARDER
4,79.31,10.39,7,1,85.67,1,HARDER
4,66.06,15.08,10,2,90.03,1,SAME
9,73.54,24.23,14,3,72.44,3,SAME
16,67.1,59.86,31,8,23.56,5,EASIER
4,80.15,17.49,7,1,96.86,1,HARDER
12,84.97,25.89,15,2,86.54,4,HARDER
9,81.07,18.69,13,2,83.01,3,SAME
6,86.65,15.91,7,1,91.81,2,HARDER
12,92.61,25.51,15,1,92.42,4,HARDER
9,75.28,25.11,12,3,79.24,3,HARDER
12,56.38,58.54,28,9,7.96,4,EASIER
9,81.28,22.86,13,2,89.19,3,HARDER
4,79.28,13.45,5,1,85.07,1,HARDER
9,75.7,17.95,15,3,72.57,3,EASIER
12,65.78,22.05,23,6,54.08,4,EASIER
6,100.0,17.06,6,0,100.0,2,HARDER
9,68.66,22.31,18,4,63.12,3,EASIER
16,89.65,22.39,23,2,74.65,5,HARDER
12,86.61,35.01,15,2,82.05,4,HARDER
16,89.91,20.25,19,2,93.38,5,HARDER
4,98.88,11.73,4,0,100.0,1,HARDER
6,86.01,15.26,7,1,85.45,2,HARDER
12,66.8,34.1,23,6,49.38,4,EASIER
6,73.73,16.83,9,2,96.91,2,HARDER
6,60.06,25.59,12,4,62.06,2,EASIER
9,75.71,21.71,14,3,67.3,3,SAME
16,71.68,30.22,25,6,49.65,5,EASIER
4,100.0,15.85,4,0,99.83,1,HARDER
6,99.19,19.15,6,0,100.0,2,HARDER
12,85.48,16.95,16,2,83.78,4,HARDER
12,98.81,22.6,13,0,100.0,4,HARDER
6,74.06,19.41,9,2,77.74,2,SAME
6,67.72,19.96,13,3,53.52,2,EASIER
12,70.72,41.06,21,5,46.94,4,EASIER
6,87.86,15.6,7,1,93.22,2,HARDER
12,84.93,29.91,16,2,84.16,4,HARDER
9,64.53,28.82,16,5,51.39,3,EASIER
4,99.06,16.73,4,0,100.0,1,HARDER
6,84.97,15.99,8,1,91.33,2,HARDER
6,73.74,26.39,8,2,73.12,2,HARDER
16,79.3,25.01,24,4,72.06,5,SAME
4,100.0,12.12,4,0,88.19,1,HARDER
12,66.11,41.65,22,6,45.13,4,EASIER
12,84.16,23.62,15,2,84.65,4,HARDER
4,100.0,9.2,5,0,84.66,1,HARDER
4,77.75,16.93,5,1,86.92,1,HARDER
9,67.85,21.51,16,4,58.11,3,EASIER
9,89.56,23.78,11,1,96.76,3,HARDER
12,73.85,37.93,18,4,66.18,4,EASIER
6,68.03,27.23,9,3,82.97,2,EASIER
9,89.9,19.11,13,1,98.68,3,HARDER
16,76.15,35.2,24,5,49.93,5,SAME
6,74.09,18.56,11,2,73.77,2,SAME
16,68.45,40.92,29,8,33.86,5,EASIER
12,84.65,27.43,16,2,80.64,4,HARDER
9,80.28,25.33,12,2,68.59,3,HARDER
12,92.75,20.14,13,1,95.43,4,EASIER
9,82.24,19.55,12,2,85.44,3,HARDER
6,62.02,24.22,15,4,60.63,2,EASIER
12,71.69,42.84,24,5,44.34,4,EASIER
9,99.89,13.86,9,0,100.0,3,HARDER
9,90.73,23.2,15,1,93.04,3,HARDER
12,91.88,21.89,13,1,86.22,4,HARDER
9,89.4,15.49,11,1,85.7,3,HARDER
12,85.67,29.07,16,2,88.62,4,HARDER
9,83.05,33.23,12,2,89.71,3,HARDER
16,63.65,73.32,34,9,11.86,5,EASIER
9,100.0,10.93,9,0,88.17,3,HARDER
12,85.74,20.48,16,2,86.81,4,HARDER
12,80.16,20.53,19,3,67.86,4,HARDER
16,78.04,27.79,28,4,57.25,5,EASIER
16,72.96,48.87,27,6,52.54,5,EASIER
12,76.03,23.46,20,4,70.03,4,HARDER
16,76.4,27.17,23,5,56.68,5,SAME
6,85.22,27.46,8,1,93.3,2,HARDER
9,89.19,17.24,11,1,93.81,3,HARDER
6,85.37,11.87,7,1,94.86,2,HARDER
4,99.53,10.57,4,0,100.0,1,HARDER
9,67.98,28.79,17,4,65.18,3,EASIER
16,72.35,27.94,28,6,37.91,5,EASIER
6,86.42,21.62,7,1,80.74,2,HARDER
6,76.84,32.55,8,2,83.57,2,SAME
4,99.76,11.82,4,0,100.0,1,HARDER
16,78.04,27.8,24,5,70.79,5,SAME
12,71.39,42.45,24,5,40.51,4,EASIER
4,100.0,14.31,4,0,96.95,1,HARDER
9,89.99,28.46,10,1,91.85,3,HARDER
4,99.56,8.44,4,0,100.0,1,HARDER
16,66.93,59.84,30,8,31.48,5,EASIER
4,79.81,16.55,7,1,86.46,1,HARDER
4,99.25,14.27,4,0,88.67,1,HARDER
12,75.38,32.49,19,4,61.08,4,EASIER
16,89.43,18.51,18,2,91.16,5,HARDER
9,90.27,21.63,11,1,93.77,3,HARDER
6,87.17,13.89,8,1,89.76,2,HARDER
9,69.82,18.63,15,4,63.16,3,SAME
6,98.95,19.79,6,0,100.0,2,HARDER
12,59.47,34.61,25,8,32.82,4,EASIER
12,91.67,37.22,13,1,93.73,4,HARDER
16,68.86,36.37,26,7,35.1,5,EASIER
12,85.41,20.39,14,2,85.84,4,HARDER
9,100.0,20.67,9,0,95.38,3,HARDER
4,68.86,17.25,7,2,72.98,1,SAME
12,92.02,24.34,17,1,84.75,4,HARDER
6,99.51,15.53,6,0,100.0,2,HARDER
6,100.0,10.8,6,0,99.85,2,HARDER
12,80.92,28.53,17,3,65.29,4,SAME
6,100.0,16.44,6,0,95.65,2,HARDER
16,70.3,39.04,30,7,29.55,5,EASIER
16,74.83,31.41,24,5,49.68,5,EASIER
4,79.52,15.77,8,1,92.35,1,HARDER
16,72.38,24.68,33,6,44.67,5,EASIER
12,74.67,32.2,19,4,73.93,4,SAME
16,62.31,44.89,31,9,35.95,5,EASIER
16,76.98,25.12,26,5,60.12,5,SAME
9,100.0,15.6,9,0,96.03,3,HARDER
6,65.15,16.03,9,3,73.21,2,EASIER
6,84.75,18.02,7,1,94.28,2,HARDER
4,100.0,8.56,4,0,94.83,1,HARDER
12,91.14,11.77,13,1,98.52,4,HARDER
16,71.53,58.91,30,7,30.33,5,EASIER
9,82.82,15.17,14,2,81.42,3,SAME
12,65.35,25.55,24,6,47.77,4,EASIER
4,80.04,19.93,7,1,75.74,1,HARDER
6,65.64,13.08,10,3,67.7,2,EASIER
6,100.0,15.38,6,0,91.42,2,HARDER
12,90.23,19.88,13,1,100.0,4,HARDER
4,80.62,13.51,5,1,95.07,1,HARDER
6,68.27,30.73,16,3,57.18,2,EASIER
9,75.7,19.46,14,3,64.79,3,SAME
4,80.7,13.77,6,1,97.99,1,HARDER
12,81.91,14.81,15,3,88.65,4,HARDER
6,75.78,17.7,8,2,92.02,2,HARDER
4,99.57,11.17,4,0,100.0,1,HARDER
9,88.73,12.17,14,1,90.92,3,HARDER
4,100.0,13.08,4,0,100.0,1,HARDER
16,80.19,32.0,22,4,75.42,5,EASIER
6,99.66,15.17,7,0,100.0,2,HARDER
16,90.42,30.76,21,2,71.51,5,HARDER
6,74.19,17.35,10,2,82.61,2,HARDER
9,74.85,23.1,13,3,76.27,3,HARDER
16,71.51,78.46,25,6,37.53,5,EASIER
16,79.65,46.16,22,4,56.61,5,EASIER
6,66.32,21.44,9,3,80.08,2,SAME
6,85.17,14.42,8,1,97.33,2,HARDER
9,88.87,16.62,11,1,85.88,3,HARDER
6,100.0,12.39,6,0,93.87,2,HARDER
16,67.98,35.21,29,7,45.87,5,EASIER
12,79.95,22.41,15,3,65.46,4,HARDER
16,70.56,40.07,32,7,30.25,5,EASIER
4,66.43,10.89,6,2,83.67,1,SAME
12,79.86,20.13,17,3,74.65,4,SAME
16,68.84,50.75,25,7,53.11,5,EASIER
9,79.97,32.38,14,2,83.06,3,HARDER
16,78.84,55.88,25,5,52.86,5,EASIER
6,100.0,16.16,6,0,91.62,2,HARDER
16,80.7,44.29,22,4,82.74,5,SAME
9,80.21,15.2,14,2,79.86,3,SAME
12,87.15,20.14,15,2,86.7,4,HARDER
4,99.62,11.79,4,0,100.0,1,HARDER
12,85.72,26.89,14,2,97.81,4,HARDER
9,98.98,35.23,10,0,93.97,3,HARDER
4,99.87,12.78,4,0,100.0,1,HARDER
16,76.54,53.51,26,5,57.16,5,EASIER
16,79.67,22.69,21,4,70.67,5,SAME
12,61.26,43.89,24,7,39.49,4,EASIER
9,81.08,22.86,11,2,68.68,3,HARDER
16,89.67,38.05,18,2,94.02,5,HARDER
16,69.96,43.15,28,7,45.16,5,EASIER
16,86.52,33.51,21,3,70.12,5,SAME
16,67.8,51.56,29,7,45.19,5,EASIER
4,100.0,16.68,4,0,90.99,1,HARDER
16,88.5,36.76,21,2,80.41,5,SAME
12,79.07,32.54,18,3,75.37,4,SAME
6,100.0,14.64,6,0,100.0,2,HARDER
4,79.57,12.66,5,1,100.0,1,HARDER
16,73.54,35.36,23,5,62.57,5,SAME
12,71.02,40.73,17,5,61.67,4,SAME
9,100.0,12.15,9,0,93.38,3,HARDER
4,66.45,17.45,7,2,87.19,1,SAME
9,99.47,17.74,9,0,100.0,3,HARDER
9,59.12,34.7,20,6,50.71,3,EASIER
4,99.16,17.62,4,0,88.03,1,HARDER
6,86.13,10.86,9,1,100.0,2,HARDER
4,99.21,17.37,4,0,100.0,1,HARDER
16,73.51,29.57,27,6,46.55,5,EASIER
9,89.01,22.23,12,1,93.09,3,HARDER
4,99.51,7.36,4,0,100.0,1,HARDER
6,85.96,13.58,8,1,100.0,2,HARDER
6,87.55,13.63,9,1,78.06,2,HARDER
6,73.83,18.7,9,2,69.81,2,EASIER
9,88.69,26.4,10,1,85.04,3,HARDER
6,99.24,10.65,6,0,100.0,2,HARDER
16,57.64,59.65,32,11,9.48,5,EASIER
4,66.19,16.33,7,2,71.84,1,SAME
16,79.59,47.82,24,4,54.2,5,HARDER
9,89.85,23.2,13,1,100.0,3,HARDER
4,79.04,13.29,7,1,87.16,1,HARDER
4,100.0,12.67,4,0,100.0,1,HARDER
4,99.8,12.01,4,0,100.0,1,HARDER
12,69.15,32.71,20,5,57.59,4,EASIER
9,80.94,19.22,12,2,91.91,3,HARDER
16,76.27,31.91,23,5,56.17,5,SAME
16,83.27,45.97,21,3,74.94,5,SAME
16,80.25,20.03,23,4,72.82,5,SAME
9,63.11,31.85,14,5,62.88,3,EASIER
6,75.22,14.93,8,2,79.72,2,EASIER
6,99.04,19.93,6,0,97.22,2,HARDER
12,70.43,33.25,19,5,61.7,4,EASIER
16,67.72,52.38,28,7,31.75,5,EASIER
4,100.0,9.36,4,0,95.42,1,HARDER
12,100.0,22.85,13,0,100.0,4,HARDER
6,100.0,20.21,7,0,95.08,2,HARDER
6,85.29,14.81,7,1,98.33,2,HARDER
12,70.33,34.66,18,5,59.06,4,EASIER
9,98.55,15.16,9,0,98.35,3,HARDER
12,84.89,21.98,14,2,86.54,4,HARDER
16,84.95,29.27,24,3,73.54,5,HARDER
6,98.97,12.86,6,0,100.0,2,HARDER
12,86.34,21.97,18,2,94.53,4,HARDER
12,74.79,30.02,22,4,50.67,4,EASIER
16,73.62,26.3,31,6,40.4,5,EASIER
9,70.49,24.11,15,4,74.83,3,SAME
4,98.98,19.3,4,0,100.0,1,HARDER
4,100.0,10.39,4,0,89.61,1,HARDER
4,79.09,17.03,6,1,85.07,1,HARDER
4,81.22,13.4,5,1,99.45,1,HARDER
16,72.49,23.17,28,6,50.0,5,EASIER
16,62.94,38.95,31,9,15.62,5,EASIER
16,89.75,45.21,19,2,87.22,5,HARDER
4,100.0,9.98,4,0,85.15,1,HARDER
9,100.0,17.63,10,0,90.96,3,HARDER
16,80.81,32.86,24,4,68.26,5,SAME
16,71.92,36.33,25,6,57.67,5,EASIER
9,99.5,18.55,10,0,94.82,3,HARDER
6,87.04,11.08,8,1,87.13,2,HARDER
16,60.89,47.59,30,10,6.67,5,EASIER
6,86.97,14.33,7,1,90.01,2,HARDER
12,71.47,28.37,25,5,62.81,4,EASIER
16,88.47,21.13,21,2,97.4,5,HARDER
6,76.76,15.22,8,2,83.41,2,HARDER
16,87.78,31.05,21,2,77.74,5,HARDER
16,93.89,26.89,17,1,91.02,5,HARDER
12,78.78,35.16,18,3,67.98,4,SAME
12,93.1,26.09,14,1,90.08,4,HARDER
12,100.0,21.17,12,0,95.1,4,HARDER
9,83.1,22.62,17,2,80.72,3,HARDER
4,99.19,14.95,5,0,100.0,1,HARDER
16,77.35,32.96,24,5,59.31,5,SAME
6,84.43,15.32,7,1,88.64,2,HARDER
16,88.89,27.8,19,2,78.53,5,SAME
16,70.23,34.47,27,7,42.48,5,EASIER
4,55.82,14.44,8,3,68.01,1,EASIER
6,86.04,16.08,7,1,89.12,2,HARDER
9,74.58,25.4,18,3,67.2,3,SAME
4,100.0,10.88,4,0,97.96,1,HARDER
16,80.8,34.66,25,4,81.22,5,SAME
9,81.23,16.15,12,2,80.0,3,HARDER
6,99.15,7.09,6,0,100.0,2,HARDER
6,75.54,40.63,12,2,76.35,2,EASIER
16,68.31,36.17,32,7,32.98,5,EASIER
16,79.19,27.71,23,4,63.98,5,SAME
16,89.35,26.13,23,2,76.2,5,HARDER
9,81.73,16.97,12,2,80.51,3,HARDER
12,79.61,23.34,20,3,82.37,4,HARDER
9,69.51,21.98,15,4,76.04,3,EASIER
16,74.38,22.17,27,5,64.05,5,EASIER
12,67.66,41.75,22,6,57.34,4,EASIER
6,66.7,17.45,9,3,80.67,2,EASIER
6,98.99,13.14,6,0,100.0,2,HARDER
4,100.0,14.35,4,0,82.48,1,HARDER
16,83.83,22.01,21,3,86.68,5,HARDER
6,100.0,19.68,8,0,100.0,2,HARDER
6,86.01,17.04,11,1,86.54,2,HARDER
4,100.0,7.22,4,0,100.0,1,HARDER
16,75.91,26.52,24,5,68.34,5,SAME
9,74.24,19.59,13,3,82.66,3,HARDER
12,79.8,21.93,20,3,66.97,4,SAME
12,86.22,21.8,16,2,76.02,4,HARDER
12,80.49,15.98,16,3,66.17,4,SAME
4,98.59,17.47,4,0,100.0,1,HARDER
16,78.84,16.79,20,4,77.95,5,SAME
6,85.75,15.2,7,1,77.31,2,HARDER
16,87.6,16.65,18,2,91.19,5,HARDER
9,82.86,36.0,12,2,72.39,3,HARDER
16,72.25,50.22,28,6,37.36,5,EASIER
16,83.98,20.19,21,3,72.22,5,HARDER
16,78.62,37.12,25,5,60.43,5,SAME
12,80.75,34.67,16,3,90.04,4,HARDER
6,100.0,14.15,6,0,100.0,2,HARDER
6,74.71,16.92,9,2,73.34,2,SAME
9,90.78,18.46,10,1,91.14,3,HARDER
16,75.62,29.39,23,5,55.07,5,EASIER
4,78.72,14.01,6,1,88.13,1,HARDER
6,85.26,14.91,8,1,96.78,2,HARDER
6,86.78,13.68,7,1,89.94,2,HARDER
16,66.34,25.05,30,8,30.92,5,EASIER
12,93.71,23.19,18,1,82.86,4,HARDER
12,71.7,25.66,20,5,57.57,4,EASIER
9,100.0,12.17,10,0,100.0,3,HARDER
4,67.93,17.71,7,2,77.12,1,SAME
16,84.38,23.19,21,3,78.26,5,HARDER
4,100.0,17.56,4,0,85.89,1,HARDER
6,84.81,14.41,9,1,82.39,2,HARDER
16,95.95,31.34,19,1,93.13,5,HARDER
6,85.59,25.27,8,1,95.49,2,HARDER
12,87.82,31.83,14,2,88.71,4,HARDER
9,65.48,25.51,16,5,76.16,3,EASIER
16,91.37,23.59,19,2,89.63,5,HARDER
9,87.62,23.55,12,1,100.0,3,HARDER
9,88.71,30.11,10,1,100.0,3,HARDER
9,100.0,14.68,10,0,94.57,3,HARDER
6,83.97,24.27,8,1,88.33,2,HARDER
6,99.74,13.96,6,0,100.0,2,HARDER
12,91.16,37.54,14,1,92.64,4,HARDER
4,66.47,19.53,6,2,78.42,1,SAME
16,64.26,55.26,31,9,20.86,5,EASIER
12,82.32,18.52,18,3,82.45,4,SAME
6,84.87,12.46,8,1,95.22,2,HARDER
9,99.88,9.14,9,0,98.44,3,HARDER
12,79.54,37.16,17,3,65.3,4,HARDER
12,63.15,30.09,22,7,49.22,4,EASIER
9,88.81,17.6,13,1,84.45,3,HARDER
9,90.42,14.94,10,1,83.68,3,HARDER
9,100.0,26.23,10,0,95.41,3,HARDER
12,92.45,23.34,15,1,83.39,4,HARDER
4,100.0,8.63,4,0,100.0,1,HARDER
12,85.19,28.0,17,2,88.74,4,HARDER
6,85.5,24.26,8,1,100.0,2,HARDER
9,79.95,17.51,11,2,78.61,3,HARDER
6,98.76,17.56,8,0,98.74,2,HARDER
16,69.78,41.12,28,7,28.08,5,EASIER
16,84.96,35.79,22,3,70.04,5,SAME
16,91.01,35.98,21,2,81.35,5,HARDER
12,83.37,33.22,18,2,68.31,4,HARDER
12,79.7,29.3,16,3,73.19,4,HARDER
12,79.11,36.21,16,3,89.15,4,HARDER
4,100.0,14.88,4,0,100.0,1,HARDER
12,93.29,19.82,15,1,81.45,4,HARDER
12,78.37,21.38,19,3,84.41,4,HARDER
12,85.13,23.77,15,2,86.21,4,HARDER
9,75.05,12.09,16,3,83.13,3,SAME
6,100.0,12.34,6,0,100.0,2,HARDER
6,62.98,20.71,12,3,71.59,2,EASIER
4,100.0,7.46,4,0,91.91,1,HARDER
6,85.71,13.95,7,1,100.0,2,HARDER
9,72.81,27.46,14,3,81.73,3,EASIER
12,86.11,22.38,15,2,80.79,4,HARDER
9,91.3,18.92,10,1,91.78,3,HARDER
16,99.92,25.35,18,0,100.0,5,HARDER
12,100.0,17.28,13,0,89.44,4,HARDER
12,74.95,18.95,21,4,65.5,4,SAME
6,66.02,26.68,11,3,80.04,2,EASIER
16,87.62,31.75,20,2,84.05,5,SAME
12,64.04,32.15,21,7,33.49,4,EASIER
6,85.27,23.11,8,1,92.82,2,HARDER
4,100.0,10.21,5,0,94.1,1,HARDER
4,99.37,14.27,4,0,87.54,1,HARDER
12,92.13,21.85,14,1,91.0,4,HARDER
4,99.89,11.35,4,0,85.66,1,HARDER
16,77.14,28.35,25,4,77.34,5,HARDER
12,91.23,17.53,14,1,99.71,4,HARDER
16,69.5,45.38,33,7,22.54,5,EASIER
6,75.86,14.43,9,2,84.2,2,HARDER
12,80.45,19.67,16,3,88.39,4,HARDER
6,85.65,9.24,7,1,81.6,2,HARDER
12,86.01,19.16,14,2,90.76,4,HARDER
6,86.02,15.39,7,1,100.0,2,HARDER
6,99.92,15.12,6,0,96.75,2,HARDER
16,74.18,17.42,24,6,60.15,5,EASIER
12,82.44,28.59,18,3,69.29,4,HARDER
4,100.0,8.01,4,0,100.0,1,HARDER
16,68.67,30.29,30,7,23.68,5,EASIER
4,66.7,16.08,8,2,82.4,1,SAME
16,90.1,27.3,20,2,79.25,5,HARDER
4,79.88,11.21,8,1,75.65,1,HARDER
12,77.91,31.93,18,4,74.13,4,SAME
16,85.51,28.32,23,3,80.83,5,HARDER
4,99.22,12.19,4,0,99.51,1,HARDER
16,84.67,24.62,19,3,86.26,5,HARDER
4,99.14,14.03,4,0,100.0,1,HARDER
12,85.05,14.45,15,2,85.62,4,HARDER
4,55.91,23.97,9,3,83.63,1,EASIER
9,82.68,28.66,14,2,72.82,3,SAME
9,75.46,25.28,15,3,69.39,3,SAME
4,100.0,11.24,4,0,90.24,1,HARDER
9,74.09,21.1,13,3,74.75,3,SAME
9,88.7,18.76,10,1,95.96,3,HARDER
12,77.01,20.76,18,4,82.58,4,SAME
4,99.09,8.0,4,0,99.21,1,HARDER
4,79.79,15.48,5,1,88.71,1,HARDER
16,76.49,35.85,26,5,58.14,5,EASIER
9,65.03,26.93,17,5,64.38,3,EASIER
4,99.79,10.43,5,0,100.0,1,HARDER
