current_level,accuracy,response_time,total_attempts,mistakes,previous_score,hint_used,difficulty_score,difficulty_change
2,72.59,24.62,12,3,71.63,0,1.675,EASIER
2,78.29,10.32,6,0,72.41,0,1.194,SAME
3,71.18,25.09,8,1,75.56,0,1.9,SAME
4,70.46,44.09,8,1,68.71,0,2.437,EASIER
4,79.12,56.64,9,2,69.22,0,2.491,EASIER
5,65.57,47.06,9,2,71.08,0,3.03,EASIER
5,76.53,39.21,11,3,77.83,0,2.913,EASIER
4,85.65,30.38,8,1,75.63,0,2.118,SAME
4,86.02,33.17,6,0,77.31,0,2.031,HARDER
2,73.82,30.81,8,1,69.77,0,1.498,SAME
3,93.86,35.66,6,0,93.98,0,1.53,HARDER
1,100.0,17.84,6,0,86.67,0,0.519,HARDER
2,100.0,30.88,6,0,87.37,0,1.006,HARDER
5,68.42,50.01,10,3,64.93,0,3.107,EASIER
3,72.48,18.18,11,4,67.32,0,2.134,EASIER
1,80.16,11.54,10,3,79.03,0,1.075,SAME
4,63.98,50.88,8,2,73.16,0,2.679,EASIER
5,70.12,28.86,9,2,65.61,0,2.841,EASIER
5,78.48,42.93,8,1,62.54,0,2.709,EASIER
2,98.07,22.93,6,0,88.67,0,0.982,HARDER
3,75.14,20.5,6,0,59.3,1,1.71,SAME
3,79.61,15.91,6,0,74.71,0,1.612,SAME
2,83.96,15.0,6,0,78.88,0,1.141,HARDER
2,78.65,11.64,8,1,67.85,0,1.298,SAME
2,92.36,30.65,6,0,85.38,0,1.119,HARDER
5,73.63,58.62,6,0,71.37,0,2.786,SAME
4,76.42,29.52,7,1,64.51,1,2.251,EASIER
5,73.58,28.94,8,1,67.46,1,2.689,EASIER
5,76.15,79.72,6,0,73.58,0,2.889,EASIER
5,76.05,59.63,6,0,78.57,1,2.757,SAME
1,81.62,14.04,7,1,74.23,1,0.869,SAME
5,78.96,80.39,6,0,73.71,0,2.851,EASIER
1,92.55,19.02,6,0,79.05,0,0.638,HARDER
3,75.65,35.21,8,1,74.53,0,1.9,SAME
3,82.34,20.43,8,1,77.15,0,1.701,SAME
2,88.44,13.09,7,1,84.42,0,1.161,HARDER
1,100.0,9.61,6,0,85.86,0,0.464,HARDER
1,79.54,41.41,6,0,71.32,0,0.983,SAME
5,83.25,35.91,6,0,76.43,0,2.491,SAME
2,85.23,24.63,7,1,78.73,0,1.286,SAME
2,79.94,28.84,6,0,77.81,0,1.293,SAME
5,64.63,49.59,10,2,69.18,0,3.061,EASIER
1,79.99,16.92,7,1,78.38,0,0.913,SAME
5,52.59,46.59,8,2,56.34,0,3.222,EASIER
5,76.77,60.58,8,2,79.58,0,2.952,EASIER
3,99.81,20.45,6,0,90.38,0,1.339,HARDER
1,73.82,15.09,6,0,80.41,0,0.893,SAME
1,80.5,7.16,6,0,79.84,0,0.74,HARDER
2,92.52,11.39,8,1,74.26,0,1.088,HARDER
3,79.54,18.44,6,0,68.27,1,1.63,SAME
1,98.34,25.33,6,0,96.35,0,0.594,HARDER
3,78.98,27.8,8,1,78.87,0,1.801,SAME
1,84.19,23.79,6,0,79.46,0,0.796,HARDER
3,77.74,36.16,7,1,85.87,0,1.875,SAME
1,66.18,19.97,10,2,55.96,0,1.24,EASIER
4,63.57,27.42,11,4,60.9,0,2.729,EASIER
1,99.48,18.55,6,0,90.39,0,0.531,HARDER
1,100.0,19.93,6,0,87.97,0,0.533,HARDER
1,100.0,43.41,6,0,94.44,0,0.689,HARDER
5,74.41,43.54,8,1,83.4,0,2.774,SAME
1,67.44,24.13,8,1,72.58,1,1.149,EASIER
3,73.65,29.5,9,1,61.92,0,1.892,EASIER
3,93.25,23.41,6,0,93.89,0,1.457,HARDER
3,96.23,43.9,6,0,86.79,1,1.549,HARDER
4,88.63,85.24,11,2,78.59,0,2.539,EASIER
5,67.64,55.52,8,1,58.89,0,2.956,EASIER
2,71.93,18.26,8,2,71.42,0,1.543,EASIER
5,69.59,60.28,12,3,61.15,0,3.158,EASIER
2,85.15,26.84,6,0,75.7,0,1.202,HARDER
5,85.66,121.34,7,1,72.6,0,3.124,EASIER
3,82.28,41.71,7,1,76.04,0,1.844,SAME
4,75.17,27.53,7,1,71.35,0,2.256,SAME
5,70.73,83.25,8,1,64.19,1,3.094,EASIER
4,79.0,54.54,7,1,74.44,0,2.379,SAME
5,76.26,72.69,12,3,76.74,0,3.141,EASIER
3,72.75,37.04,9,2,70.99,0,2.056,EASIER
1,79.42,26.94,7,1,88.82,0,0.988,SAME
3,93.71,36.97,6,0,82.76,0,1.541,HARDER
1,73.59,16.26,11,3,71.46,0,1.205,EASIER
5,86.38,52.76,6,0,86.57,0,2.556,SAME
2,65.89,22.91,12,4,62.43,0,1.864,EASIER
2,79.15,27.51,7,1,79.26,0,1.396,SAME
2,94.72,24.77,7,1,80.42,0,1.144,HARDER
4,75.0,35.27,9,2,69.57,0,2.41,EASIER
3,66.84,28.83,10,2,69.33,0,2.09,EASIER
5,74.26,49.93,8,1,68.56,0,2.819,EASIER
3,80.67,15.2,13,5,74.31,0,2.091,EASIER
2,82.84,36.16,7,1,67.72,1,1.398,SAME
1,83.76,20.69,10,2,87.48,0,0.982,SAME
1,89.65,14.09,6,0,86.33,0,0.649,HARDER
2,79.18,30.4,6,0,77.79,0,1.315,SAME
5,94.35,40.8,6,0,82.53,0,2.357,HARDER
3,77.6,25.3,9,3,65.0,0,2.005,EASIER
5,66.26,58.08,7,1,69.49,0,2.993,EASIER
1,84.58,31.9,6,0,81.3,0,0.844,HARDER
1,100.0,20.13,6,0,79.3,0,0.534,HARDER
5,53.61,36.66,9,3,51.49,0,3.24,EASIER
1,93.59,15.64,6,0,84.88,0,0.6,HARDER
1,87.61,25.28,7,1,82.92,0,0.854,HARDER
3,65.77,36.44,6,0,66.35,1,1.956,EASIER
5,61.81,73.39,7,1,50.17,0,3.162,EASIER
4,78.17,46.82,6,0,76.0,0,2.24,SAME
1,81.36,24.5,13,4,76.49,1,1.243,EASIER
5,72.6,111.86,11,3,63.98,0,3.457,EASIER
5,87.29,29.11,7,1,81.16,0,2.485,SAME
5,71.71,130.96,6,0,67.55,0,3.297,EASIER
5,55.46,72.72,9,2,49.21,0,3.353,EASIER
2,76.53,68.58,9,2,74.26,0,1.809,EASIER
5,67.15,33.74,11,3,72.91,0,3.018,EASIER
2,81.48,27.97,6,0,83.51,0,1.264,HARDER
5,71.52,53.29,9,2,75.13,1,2.982,EASIER
3,83.12,44.14,6,0,76.79,0,1.747,SAME
4,92.31,48.27,6,0,80.75,0,2.037,HARDER
4,74.96,46.15,6,0,66.69,0,2.283,SAME
4,63.48,54.62,8,2,53.88,0,2.712,EASIER
4,86.54,38.33,8,1,81.16,0,2.157,SAME
4,87.63,32.54,8,1,82.03,0,2.102,SAME
4,77.32,47.95,8,1,72.28,0,2.36,SAME
1,87.54,14.63,7,1,87.58,0,0.785,HARDER
5,76.23,47.55,7,1,79.37,1,2.774,SAME
3,77.89,17.42,7,1,77.9,0,1.748,SAME
2,64.44,24.54,13,4,62.42,0,1.897,EASIER
3,85.63,21.38,8,1,89.45,0,1.658,HARDER
5,78.92,49.34,6,0,82.83,0,2.645,SAME
5,84.41,32.38,8,1,71.97,0,2.55,SAME
5,62.69,49.61,6,0,66.44,1,2.89,EASIER
3,82.26,44.43,6,0,80.91,0,1.762,SAME
4,77.48,31.52,7,1,69.11,0,2.248,SAME
2,85.85,16.52,6,0,84.26,0,1.122,HARDER
4,76.15,54.68,7,1,80.12,0,2.422,SAME
4,75.37,57.64,9,2,69.59,0,2.554,EASIER
2,87.12,28.44,7,1,79.38,0,1.283,SAME
2,92.41,19.92,9,1,87.42,0,1.147,HARDER
1,100.0,13.99,6,0,98.18,0,0.493,HARDER
1,82.44,15.76,12,3,80.98,0,1.069,SAME
3,78.28,30.27,8,1,72.42,0,1.828,SAME
3,75.77,15.55,7,1,71.43,0,1.767,SAME
1,84.34,12.15,6,0,81.06,0,0.716,HARDER
3,63.84,51.13,10,2,66.38,1,2.283,EASIER
4,75.24,43.46,10,2,73.33,0,2.461,EASIER
2,89.79,39.21,6,0,76.08,0,1.214,HARDER
2,83.45,36.03,8,1,79.83,0,1.388,SAME
2,84.91,21.18,7,1,82.34,0,1.268,SAME
3,84.18,27.52,9,1,76.07,0,1.721,SAME
2,99.11,35.33,6,0,91.67,0,1.049,HARDER
4,70.8,54.18,8,2,75.69,0,2.599,EASIER
2,73.28,35.62,12,3,76.12,0,1.738,EASIER
3,79.1,30.83,6,0,83.04,0,1.719,SAME
2,100.0,25.41,6,0,83.53,0,0.969,HARDER
1,78.39,16.25,6,0,78.27,1,0.832,SAME
4,81.5,39.15,10,2,86.06,0,2.339,SAME
2,96.58,18.24,6,0,94.53,0,0.973,HARDER
2,61.34,23.29,8,1,52.86,0,1.635,EASIER
4,79.1,37.52,6,0,73.31,0,2.164,SAME
5,76.03,41.62,6,0,75.07,0,2.637,SAME
4,72.33,54.89,8,1,59.73,0,2.481,EASIER
5,63.54,28.44,10,3,67.61,0,3.037,EASIER
5,64.09,57.23,13,4,57.2,0,3.32,EASIER
3,76.71,21.44,6,0,72.14,0,1.692,SAME
4,71.98,28.5,12,4,67.87,0,2.61,EASIER
2,80.09,17.69,6,0,73.38,0,1.217,SAME
3,76.56,37.42,10,2,72.51,0,2.001,EASIER
3,91.91,12.57,6,0,73.26,0,1.405,HARDER
5,57.86,53.49,9,2,64.51,1,3.189,EASIER
5,52.51,50.92,15,6,59.74,1,3.652,EASIER
3,92.07,21.03,6,0,86.46,0,1.459,HARDER
4,73.08,43.02,8,2,77.81,0,2.491,EASIER
2,81.12,14.77,13,5,82.41,0,1.682,EASIER
5,68.89,49.13,8,1,69.2,0,2.894,EASIER
3,82.09,18.8,7,1,79.77,0,1.694,SAME
3,74.76,70.39,9,2,78.57,0,2.248,EASIER
4,80.06,56.45,8,1,70.9,1,2.375,EASIER
4,65.38,44.14,6,0,69.0,0,2.414,EASIER
1,86.98,12.28,6,0,75.32,0,0.677,HARDER
2,62.85,21.5,13,4,58.85,0,1.901,EASIER
1,100.0,16.39,6,0,85.91,0,0.509,HARDER
4,73.24,44.06,7,1,71.7,0,2.395,EASIER
1,96.7,21.11,6,0,89.5,0,0.59,SAME
2,89.77,26.26,10,2,78.0,0,1.329,SAME
3,85.5,35.55,6,0,86.89,0,1.655,HARDER
4,74.92,37.37,7,1,74.1,0,2.325,SAME
3,83.88,35.55,8,1,77.4,0,1.779,SAME
5,60.39,38.74,12,4,61.42,0,3.252,EASIER
5,58.29,32.68,11,3,59.94,0,3.144,EASIER
1,88.99,37.69,8,1,76.49,0,0.916,SAME
5,63.2,59.05,6,0,59.52,0,2.946,EASIER
4,89.25,82.38,6,0,80.82,0,2.31,SAME
4,78.75,35.84,13,4,74.25,0,2.558,EASIER
1,82.84,47.21,9,2,81.77,0,1.172,SAME
4,72.28,41.29,9,3,82.52,1,2.591,EASIER
4,76.33,63.26,6,0,75.96,0,2.377,SAME
3,79.32,31.41,6,0,70.46,0,1.72,SAME
1,92.72,19.23,6,0,82.48,0,0.637,HARDER
3,80.69,29.6,8,2,86.97,0,1.887,SAME
5,56.09,41.05,12,3,71.94,0,3.232,EASIER
4,53.49,59.2,11,3,59.81,1,2.992,EASIER
1,86.26,17.94,6,0,89.26,0,0.726,HARDER
5,75.6,69.7,11,3,79.32,0,3.131,EASIER
5,66.38,71.78,9,2,69.89,0,3.183,SAME
1,100.0,31.69,6,0,90.91,0,0.611,HARDER
5,69.53,59.17,11,3,75.63,0,3.152,EASIER
3,93.57,16.94,6,0,90.74,0,1.409,HARDER
3,91.52,27.27,6,0,77.62,0,1.509,HARDER
3,90.51,30.69,8,1,79.2,1,1.647,SAME
4,62.96,40.2,11,3,66.14,0,2.724,EASIER
5,70.17,84.72,12,3,68.26,1,3.312,EASIER
4,87.23,63.01,6,0,74.84,0,2.212,SAME
5,72.72,47.18,6,0,62.75,0,2.724,EASIER
5,75.54,132.17,7,1,70.89,0,3.348,EASIER
1,76.12,15.66,8,2,69.87,0,1.063,SAME
2,100.0,21.56,6,0,94.17,0,0.944,HARDER
4,67.09,25.84,6,0,73.48,1,2.266,SAME
3,60.06,16.62,10,2,62.65,1,2.11,EASIER
1,86.49,11.23,10,4,84.09,1,1.078,SAME
1,65.53,27.0,9,3,64.7,0,1.397,EASIER
3,69.15,41.7,12,4,79.59,0,2.341,EASIER
4,100.0,28.09,6,0,92.01,0,1.787,HARDER
1,86.2,18.73,7,1,85.36,0,0.832,EASIER
1,75.72,24.85,7,1,74.59,0,1.03,SAME
1,90.25,7.98,8,2,88.15,1,0.799,HARDER
3,71.02,62.98,13,4,77.33,0,2.455,EASIER
1,98.65,27.42,6,0,81.6,0,0.603,HARDER
3,71.1,42.87,6,0,73.84,0,1.919,SAME
3,82.71,50.14,10,2,79.18,0,1.994,SAME
3,68.53,13.7,12,3,62.42,0,2.063,HARDER
4,100.0,36.65,6,0,88.87,0,1.844,HARDER
3,85.04,51.28,7,1,75.52,0,1.866,SAME
4,73.54,39.89,10,2,76.99,0,2.463,EASIER
4,72.07,53.84,11,3,67.57,0,2.678,EASIER
5,64.46,89.24,9,2,71.45,0,3.328,EASIER
4,67.39,53.0,9,2,65.58,0,2.642,EASIER
3,72.12,27.96,12,4,66.27,0,2.205,EASIER
3,96.78,39.03,7,1,82.0,0,1.608,HARDER
2,79.47,12.3,7,1,83.93,0,1.29,SAME
3,58.71,37.72,13,5,64.23,0,2.571,EASIER
1,78.34,24.29,8,1,73.95,0,0.987,SAME
5,79.28,53.11,8,2,82.77,0,2.865,SAME
5,67.48,79.57,12,4,79.01,0,3.418,EASIER
1,88.66,20.12,8,1,78.79,0,0.804,HARDER
4,86.7,42.42,6,0,88.01,0,2.082,HARDER
1,82.23,37.46,9,3,76.86,0,1.216,EASIER
4,81.32,27.27,10,3,78.46,0,2.362,SAME
1,83.32,31.41,7,1,75.63,0,0.96,SAME
3,85.76,52.41,6,0,82.3,0,1.763,SAME
4,71.09,56.09,12,4,74.6,0,2.808,EASIER
4,72.58,34.02,6,0,75.72,0,2.238,SAME
3,88.2,35.55,6,0,77.5,0,1.614,HARDER
5,77.48,36.25,6,0,82.77,0,2.579,SAME
4,73.35,31.95,8,1,83.39,0,2.313,SAME
2,80.28,25.3,6,0,80.59,0,1.264,SAME
4,90.99,28.09,8,2,89.68,0,2.122,HARDER
4,80.89,36.44,11,3,69.12,0,2.43,EASIER
2,81.09,15.44,8,1,73.13,0,1.287,SAME
4,68.47,51.94,12,4,77.24,0,2.819,EASIER
5,80.25,96.16,10,3,83.34,0,3.237,EASIER
5,71.15,120.4,7,1,72.18,0,3.335,EASIER
4,73.36,26.46,6,0,70.31,1,2.176,SAME
4,76.15,28.38,8,1,74.68,0,2.247,SAME
2,88.38,23.53,6,0,84.89,0,1.131,HARDER
4,74.43,55.58,7,1,78.72,0,2.454,EASIER
2,97.04,23.13,6,0,86.75,0,0.999,HARDER
3,92.59,47.7,6,0,76.77,0,1.629,HARDER
2,90.32,31.08,6,0,84.98,0,1.152,HARDER
2,98.75,12.39,6,0,81.52,0,0.901,HARDER
1,90.08,19.26,6,0,91.74,0,0.677,SAME
5,76.9,31.88,6,0,78.41,0,2.559,SAME
1,100.0,15.03,6,0,96.96,0,0.5,HARDER
1,100.0,15.98,6,0,94.42,0,0.507,HARDER
5,79.16,70.38,6,0,79.54,1,2.782,SAME
3,86.31,32.06,6,0,75.44,0,1.619,HARDER
3,99.57,26.92,6,0,86.86,0,1.386,HARDER
4,69.6,96.78,8,2,65.87,0,2.901,EASIER
2,83.45,17.56,8,2,76.63,0,1.365,SAME
1,87.85,21.13,8,1,81.74,0,0.823,HARDER
4,71.32,54.64,11,3,67.09,0,2.694,EASIER
1,70.11,20.13,11,3,63.84,0,1.283,EASIER
3,93.75,22.63,6,0,76.18,0,1.445,HARDER
5,59.74,35.76,12,4,57.75,0,3.242,EASIER
5,71.7,67.01,8,2,73.83,0,3.071,EASIER
2,70.78,38.12,12,4,70.86,0,1.892,EASIER
4,81.21,40.95,6,0,80.31,0,2.155,SAME
4,67.15,24.69,7,1,66.57,1,2.357,EASIER
3,68.64,32.54,8,1,67.29,1,1.987,EASIER
1,91.94,34.49,9,1,86.61,0,0.851,HARDER
2,77.99,16.78,10,3,76.54,0,1.542,SAME
4,69.26,36.82,6,0,71.03,0,2.307,SAME
5,71.72,53.49,11,3,70.73,1,3.081,EASIER
1,98.0,29.08,6,0,90.4,0,0.624,HARDER
4,66.82,33.83,10,3,60.6,1,2.623,EASIER
5,60.09,63.43,8,1,65.26,0,3.122,EASIER
5,70.23,91.17,6,0,67.34,0,3.054,EASIER
3,85.39,17.91,7,1,80.72,0,1.639,HARDER
1,100.0,11.14,6,0,85.69,0,0.474,HARDER
2,74.29,24.16,12,4,64.64,0,1.747,EASIER
5,66.82,77.36,9,2,62.58,0,3.213,EASIER
5,81.76,59.7,7,1,81.16,0,2.772,SAME
4,94.73,64.14,6,0,84.2,0,2.107,HARDER
1,80.07,9.52,10,2,76.62,0,0.962,SAME
1,82.61,21.61,7,1,79.38,0,0.905,SAME
3,83.81,10.38,6,0,73.17,0,1.512,HARDER
3,74.22,55.09,9,2,63.22,0,2.154,EASIER
1,82.41,30.27,6,0,77.93,0,0.866,SAME
4,77.44,36.66,7,1,72.49,0,2.283,SAME
3,95.49,12.86,6,0,89.52,0,1.353,HARDER
1,76.91,17.31,7,1,72.68,0,0.962,SAME
1,100.0,29.4,6,0,74.36,0,0.596,HARDER
3,74.25,38.23,6,0,76.79,0,1.841,SAME
4,78.46,87.59,8,1,78.88,0,2.607,EASIER
5,85.91,46.41,7,1,76.36,1,2.621,SAME
3,83.25,72.98,12,5,78.02,0,2.438,EASIER
2,82.03,11.17,6,0,74.24,0,1.144,HARDER
5,77.18,38.56,8,1,74.12,0,2.699,SAME
3,78.27,19.29,9,1,78.28,0,1.755,SAME
2,90.21,33.66,7,1,82.89,0,1.271,HARDER
3,77.95,19.95,11,3,77.54,0,1.964,SAME
1,98.61,28.13,6,0,81.7,0,0.608,HARDER
2,71.06,32.99,12,4,63.43,0,1.854,EASIER
3,69.86,34.81,9,2,74.75,0,2.084,EASIER
5,55.91,49.91,7,1,61.16,0,3.094,EASIER
4,74.44,27.41,10,3,72.37,0,2.466,EASIER
4,59.7,53.12,11,3,72.34,0,2.859,EASIER
3,73.08,26.39,10,3,79.83,0,2.08,EASIER
1,78.92,25.5,7,1,77.29,0,0.986,SAME
2,99.8,45.52,6,0,86.09,0,1.107,HARDER
5,60.09,46.03,11,3,63.72,0,3.205,EASIER
1,77.13,31.8,14,5,70.48,0,1.455,EASIER
5,72.48,56.19,6,0,72.02,0,2.787,SAME
4,91.87,52.9,6,0,85.82,0,2.075,HARDER
2,83.84,14.73,7,1,86.34,0,1.241,HARDER
4,74.61,31.66,9,2,71.98,0,2.392,EASIER
5,82.91,39.4,6,0,79.13,0,2.519,SAME
1,98.78,32.12,6,0,89.08,0,0.632,HARDER
1,94.25,16.29,6,0,90.52,0,0.595,HARDER
4,69.18,53.57,9,2,59.91,0,2.619,EASIER
5,74.56,50.52,7,1,79.95,0,2.818,SAME
1,76.39,16.25,6,0,77.26,0,0.862,SAME
4,68.76,23.12,6,0,64.28,0,2.223,SAME
1,100.0,8.74,6,0,84.4,0,0.458,HARDER
4,88.02,36.38,7,1,74.83,0,2.122,SAME
4,79.37,37.24,8,1,79.83,0,2.258,SAME
1,70.71,13.19,10,2,76.01,0,1.127,SAME
4,62.92,44.15,9,1,67.34,0,2.551,SAME
5,63.21,114.22,10,3,70.86,1,3.613,EASIER
5,68.28,94.62,6,0,72.69,0,3.107,EASIER
1,77.5,18.62,6,0,67.71,0,0.862,SAME
2,82.54,25.18,6,0,71.71,1,1.23,SAME
2,100.0,31.78,6,0,90.62,0,1.012,HARDER
3,84.01,35.06,6,0,71.17,0,1.674,SAME
1,92.19,23.85,7,1,79.0,0,0.776,HARDER
5,59.82,57.19,11,3,70.92,0,3.284,EASIER
4,58.61,42.54,10,4,66.65,0,2.904,EASIER
5,57.72,39.46,8,2,47.24,0,3.097,EASIER
1,73.21,21.2,7,1,65.96,0,1.043,SAME
1,90.75,7.42,7,1,81.0,0,0.688,HARDER
5,73.84,56.64,13,4,65.46,0,3.17,EASIER
2,75.35,10.7,8,1,77.42,0,1.341,SAME
4,76.48,45.33,9,2,65.35,0,2.455,EASIER
5,84.69,34.45,9,3,79.46,0,2.759,SAME
1,100.0,30.58,6,0,88.76,0,0.604,HARDER
1,97.7,19.01,7,1,95.49,0,0.661,HARDER
1,88.25,18.36,6,0,77.12,0,0.699,HARDER
1,97.38,21.58,6,0,78.45,0,0.583,HARDER
1,100.0,12.98,6,0,89.13,0,0.487,HARDER
5,49.93,79.81,6,0,50.78,0,3.283,EASIER
4,89.82,53.8,7,1,86.27,0,2.211,SAME
5,64.55,40.88,13,4,61.51,0,3.204,EASIER
5,64.65,33.37,8,2,69.58,1,2.953,EASIER
5,66.45,43.06,6,0,68.9,1,2.79,EASIER
2,88.2,22.99,6,0,83.03,0,1.13,HARDER
2,73.89,15.55,7,1,60.58,0,1.395,SAME
5,67.15,41.65,8,1,72.81,1,2.87,EASIER
2,90.25,18.94,6,0,84.07,0,1.072,HARDER
1,92.19,16.6,7,1,87.64,0,0.728,HARDER
4,78.81,37.01,9,2,72.8,0,2.365,SAME
5,66.76,60.78,7,1,65.8,1,3.004,EASIER
5,76.94,50.63,6,0,71.78,0,2.683,SAME
5,80.56,58.72,6,0,75.73,0,2.683,SAME
1,99.96,19.88,6,0,83.88,0,0.533,HARDER
4,79.28,37.0,8,2,73.41,0,2.358,SAME
5,79.39,65.73,6,0,76.49,1,2.747,SAME
4,83.71,13.35,6,0,74.43,1,1.933,SAME
5,96.77,43.32,6,0,87.76,1,2.337,HARDER
5,82.18,39.8,12,4,93.23,0,2.933,SAME
3,79.11,32.52,9,2,75.74,0,1.93,SAME
1,80.88,13.97,8,1,82.75,0,0.88,SAME
3,77.39,38.61,7,1,87.04,0,1.897,SAME
2,81.68,32.08,6,0,85.42,0,1.289,HARDER
1,95.11,10.35,7,1,93.68,0,0.642,HARDER
1,83.0,19.68,6,0,81.21,0,0.786,HARDER
4,86.92,23.96,12,4,77.56,0,2.356,SAME
3,66.1,37.56,8,1,73.03,0,2.059,EASIER
3,63.67,25.72,13,5,62.21,1,2.416,EASIER
4,73.65,29.0,8,1,84.73,0,2.289,SAME
3,71.57,15.64,6,0,75.02,0,1.731,SAME
4,62.42,38.55,8,1,55.76,0,2.521,EASIER
1,83.63,11.33,6,0,79.3,0,0.721,HARDER
5,62.39,27.62,11,3,68.22,0,3.048,EASIER
3,80.1,33.39,9,3,72.71,0,2.021,SAME
1,83.8,26.52,7,1,81.46,1,0.92,SAME
5,64.61,58.55,7,1,62.64,0,3.021,EASIER
4,74.95,22.57,12,4,76.36,0,2.526,EASIER
1,100.0,17.04,6,0,83.98,0,0.514,HARDER
1,100.0,23.63,6,0,93.39,0,0.558,HARDER
1,91.48,17.04,7,1,83.18,0,0.741,HARDER
2,87.26,27.34,6,0,78.78,0,1.173,HARDER
1,88.17,15.11,7,1,72.49,0,0.778,SAME
4,79.81,34.3,7,1,76.18,0,2.231,SAME
3,83.9,23.81,6,0,74.52,0,1.6,SAME
5,83.26,63.87,8,1,74.97,0,2.777,SAME
4,56.11,52.4,8,2,53.85,0,2.808,EASIER
4,72.66,32.03,6,0,72.77,1,2.224,SAME
3,83.39,41.93,7,1,80.38,0,1.829,SAME
1,89.74,10.17,6,0,85.4,0,0.622,HARDER
1,80.61,16.81,9,3,72.73,0,1.103,SAME
4,62.01,23.28,11,3,63.51,0,2.625,EASIER
1,98.06,11.45,6,0,86.78,0,0.505,HARDER
1,82.43,10.42,6,0,81.07,0,0.733,HARDER
2,67.45,18.46,11,3,65.03,0,1.711,EASIER
5,78.57,64.07,6,0,69.54,0,2.749,SAME
3,84.59,30.04,7,1,79.51,1,1.731,SAME
4,73.84,31.67,7,1,66.76,0,2.304,EASIER
3,70.85,28.92,8,1,66.02,0,1.93,EASIER
1,88.87,7.91,8,1,89.79,0,0.72,HARDER
2,97.16,30.17,6,0,81.87,0,1.044,HARDER
1,73.85,7.33,7,1,71.76,0,0.941,SAME
4,59.36,30.14,9,2,63.33,0,2.611,EASIER
1,83.72,17.44,8,1,75.65,0,0.86,SAME
2,84.73,28.68,7,1,81.67,0,1.32,SAME
5,65.04,55.02,11,3,62.58,0,3.191,EASIER
3,86.43,30.39,6,0,80.43,0,1.606,HARDER
3,90.89,55.53,8,1,81.08,0,1.807,SAME
3,82.79,69.4,10,3,84.78,0,2.221,EASIER
4,80.6,40.11,7,1,81.76,0,2.258,SAME
2,87.72,23.06,9,1,78.12,0,1.238,HARDER
4,75.1,37.52,6,0,74.47,0,2.224,SAME
5,57.06,39.16,10,2,57.87,0,3.105,EASIER
3,69.72,36.03,10,3,65.5,0,2.194,EASIER
3,66.49,51.55,7,1,71.25,0,2.146,EASIER
1,88.51,6.65,7,1,85.82,0,0.717,HARDER
2,87.32,22.43,10,3,76.8,0,1.44,SAME
5,55.51,90.69,14,5,63.71,0,3.772,EASIER
3,80.73,36.28,6,0,69.49,0,1.731,SAME
2,76.25,28.32,9,1,78.67,0,1.445,SAME
3,69.31,16.34,11,3,73.26,1,2.069,EASIER
3,73.75,41.05,9,2,70.47,0,2.067,EASIER
3,68.8,46.42,10,3,67.9,0,2.278,EASIER
4,81.07,43.33,9,2,77.43,0,2.373,SAME
2,83.32,18.46,6,0,76.03,0,1.173,HARDER
4,83.15,47.75,6,0,85.08,0,2.171,SAME
3,75.57,20.47,7,1,80.83,0,1.803,SAME
5,65.94,31.31,12,5,67.46,0,3.22,EASIER
1,100.0,24.81,6,0,91.91,0,0.565,HARDER
1,73.77,27.9,13,4,72.5,1,1.379,EASIER
3,92.84,23.03,6,0,86.33,0,1.461,HARDER
3,96.55,19.45,6,0,85.8,0,1.381,HARDER
4,82.66,28.16,11,3,72.32,0,2.348,SAME
3,76.7,33.55,9,2,86.08,0,1.973,SAME
5,84.27,31.39,9,2,91.42,0,2.645,SAME
3,76.78,51.81,11,4,82.37,0,2.294,EASIER
1,82.94,14.95,6,0,86.95,0,0.756,HARDER
1,86.12,20.84,6,0,77.52,0,0.747,HARDER
5,64.3,37.14,8,1,53.37,0,2.883,EASIER
1,80.53,22.74,6,0,74.33,0,0.844,SAME
5,81.1,65.26,7,1,71.37,0,2.819,EASIER
2,77.27,12.27,10,2,76.31,0,1.423,SAME
1,89.7,13.72,6,0,78.31,0,0.646,HARDER
2,70.56,22.54,12,4,73.92,0,1.792,EASIER
4,75.31,32.42,8,2,80.57,0,2.387,SAME
3,68.44,43.93,10,4,58.71,0,2.366,EASIER
4,63.2,31.5,9,2,59.72,1,2.562,EASIER
4,73.91,53.24,8,1,65.76,0,2.446,EASIER
3,90.57,37.63,6,0,69.59,0,1.592,SAME
4,79.4,38.31,9,1,79.74,0,2.264,SAME
5,75.09,67.66,9,2,67.24,0,3.025,EASIER
3,78.7,16.76,9,2,77.38,0,1.831,SAME
1,86.64,17.56,8,2,74.33,0,0.917,SAME
3,87.91,22.74,6,0,76.61,0,1.533,HARDER
5,64.37,47.91,10,2,65.08,0,3.054,EASIER
2,93.34,19.89,6,0,84.53,0,1.032,HARDER
5,82.36,51.21,9,2,76.49,0,2.806,SAME
3,71.59,31.12,7,1,71.14,0,1.934,SAME
4,68.06,42.28,11,3,72.54,0,2.661,EASIER
2,79.54,25.78,10,3,78.95,0,1.579,SAME
5,55.33,62.89,8,1,59.49,0,3.189,EASIER
1,85.31,10.88,6,0,78.68,0,0.693,HARDER
2,98.01,29.42,6,0,88.72,0,1.026,HARDER
3,69.54,16.93,9,2,69.88,0,1.97,EASIER
